;Steps
466;16.0
467;22.0
468;35.0
469;21.0
470;26.0
471;29.0
472;27.0
473;23.0
474;20.0
475;20.0
476;26.0
477;20.0
478;21.0
479;20.0
480;28.0
481;20.0
482;19.0
483;28.0
484;17.0
485;15.0
486;28.0
487;22.0
488;25.0
489;19.0
490;18.0
491;21.0
492;20.0
493;18.0
494;22.0
495;22.0
496;16.0
497;32.0
498;20.0
499;21.0
500;29.0
501;31.0
502;30.0
503;33.0
504;44.0
505;20.0
506;27.0
507;28.0
508;17.0
509;40.0
510;26.0
511;36.0
512;19.0
513;69.0
514;17.0
515;18.0
516;31.0
517;33.0
518;22.0
519;29.0
520;18.0
521;30.0
522;19.0
523;21.0
524;18.0
525;27.0
526;19.0
527;35.0
528;30.0
529;24.0
530;28.0
531;39.0
532;26.0
533;15.0
534;19.0
535;21.0
536;30.0
537;22.0
538;17.0
539;26.0
540;30.0
541;30.0
542;21.0
543;18.0
544;21.0
545;24.0
546;27.0
547;15.0
548;18.0
549;18.0
550;26.0
551;23.0
552;17.0
553;24.0
554;20.0
555;24.0
556;28.0
557;25.0
558;33.0
559;44.0
560;23.0
561;32.0
562;35.0
563;36.0
564;18.0
565;19.0
566;29.0
567;18.0
568;34.0
569;17.0
570;29.0
571;23.0
572;24.0
573;20.0
574;23.0
575;19.0
576;21.0
577;16.0
578;26.0
579;15.0
580;18.0
581;29.0
582;21.0
583;38.0
584;21.0
585;18.0
586;17.0
587;23.0
588;26.0
589;26.0
590;21.0
591;25.0
592;34.0
593;17.0
594;46.0
595;19.0
596;22.0
597;19.0
598;26.0
599;18.0
600;23.0
601;15.0
602;25.0
603;23.0
604;25.0
605;18.0
606;20.0
607;15.0
608;25.0
609;24.0
610;29.0
611;19.0
612;21.0
613;22.0
614;30.0
615;22.0
616;27.0
617;29.0
618;44.0
619;20.0
620;30.0
621;19.0
622;20.0
623;24.0
624;19.0
625;23.0
626;24.0
627;39.0
628;23.0
629;26.0
630;20.0
631;45.0
632;25.0
633;18.0
634;18.0
635;29.0
636;20.0
637;23.0
638;27.0
639;16.0
640;32.0
641;19.0
642;23.0
643;23.0
644;24.0
645;18.0
646;20.0
647;23.0
648;19.0
649;18.0
650;19.0
651;33.0
652;26.0
653;21.0
654;19.0
655;19.0
656;22.0
657;33.0
658;32.0
659;19.0
660;29.0
661;21.0
662;19.0
663;24.0
664;22.0
665;18.0
666;23.0
667;25.0
668;41.0
669;21.0
670;20.0
671;22.0
672;16.0
673;23.0
674;38.0
675;24.0
676;22.0
677;20.0
678;21.0
679;33.0
680;26.0
681;38.0
682;18.0
683;34.0
684;22.0
685;23.0
686;19.0
687;22.0
688;24.0
689;18.0
690;19.0
691;27.0
692;21.0
693;18.0
694;28.0
695;18.0
696;21.0
697;25.0
698;24.0
699;32.0
700;26.0
701;18.0
702;20.0
703;29.0
704;25.0
705;33.0
706;17.0
707;24.0
708;23.0
709;25.0
710;34.0
711;21.0
712;17.0
713;27.0
714;20.0
715;21.0
716;24.0
717;32.0
718;19.0
719;16.0
720;18.0
721;17.0
722;33.0
723;24.0
724;20.0
725;18.0
726;15.0
727;24.0
728;18.0
729;23.0
730;28.0
731;18.0
732;28.0
733;18.0
734;26.0
735;15.0
736;21.0
737;30.0
738;20.0
739;26.0
740;28.0
741;24.0
742;20.0
743;18.0
744;18.0
745;22.0
746;23.0
747;19.0
748;19.0
749;38.0
750;26.0
751;36.0
752;37.0
753;31.0
754;19.0
755;44.0
756;23.0
757;16.0
758;19.0
759;24.0
760;18.0
761;22.0
762;27.0
763;24.0
764;18.0
765;32.0
766;17.0
767;21.0
768;26.0
769;18.0
770;24.0
771;18.0
772;27.0
773;29.0
774;23.0
775;28.0
776;35.0
777;36.0
778;32.0
779;25.0
780;48.0
781;19.0
782;20.0
783;26.0
784;19.0
785;15.0
786;21.0
787;19.0
788;23.0
789;17.0
790;22.0
791;18.0
792;27.0
793;22.0
794;17.0
795;23.0
796;25.0
797;29.0
798;27.0
799;22.0
800;21.0
801;20.0
802;22.0
803;21.0
804;35.0
805;26.0
806;36.0
807;27.0
808;21.0
809;19.0
810;35.0
811;15.0
812;24.0
813;35.0
814;23.0
815;30.0
816;20.0
817;16.0
818;24.0
819;45.0
820;24.0
821;27.0
822;23.0
823;28.0
824;34.0
825;23.0
826;15.0
827;22.0
828;31.0
829;32.0
830;23.0
831;21.0
832;21.0
833;29.0
834;25.0
835;17.0
836;21.0
837;23.0
838;95.0
839;41.0
840;16.0
841;15.0
842;28.0
843;22.0
844;33.0
845;21.0
846;19.0
847;19.0
848;24.0
849;31.0
850;21.0
851;29.0
852;17.0
853;18.0
854;33.0
855;24.0
856;18.0
857;28.0
858;25.0
859;21.0
860;22.0
861;47.0
862;25.0
863;25.0
864;24.0
865;24.0
866;16.0
867;19.0
868;36.0
869;19.0
870;23.0
871;23.0
872;23.0
873;22.0
874;30.0
875;30.0
876;30.0
877;19.0
878;20.0
879;29.0
880;22.0
881;17.0
882;19.0
883;22.0
884;40.0
885;16.0
886;35.0
887;15.0
888;25.0
889;37.0
890;30.0
891;36.0
892;22.0
893;22.0
894;20.0
895;27.0
896;50.0
897;26.0
898;20.0
899;22.0
900;27.0
901;31.0
902;51.0
903;26.0
904;25.0
905;20.0
906;31.0
907;19.0
908;29.0
909;24.0
910;16.0
911;25.0
912;21.0
913;27.0
914;26.0
915;35.0
916;15.0
917;19.0
918;28.0
919;19.0
920;17.0
921;24.0
922;23.0
923;54.0
924;17.0
925;26.0
926;26.0
927;18.0
928;28.0
929;27.0
930;17.0
931;19.0
932;20.0
933;21.0
934;21.0
935;21.0
936;29.0
937;21.0
938;23.0
939;26.0
940;17.0
941;18.0
942;20.0
943;20.0
944;19.0
945;23.0
946;20.0
947;29.0
948;26.0
949;21.0
950;23.0
951;27.0
952;20.0
953;18.0
954;17.0
955;26.0
956;28.0
957;17.0
958;17.0
959;32.0
960;23.0
961;24.0
962;35.0
963;30.0
964;23.0
965;23.0
966;39.0
967;26.0
968;27.0
969;19.0
970;17.0
971;21.0
972;44.0
973;28.0
974;18.0
975;27.0
976;19.0
977;24.0
978;31.0
979;26.0
980;23.0
981;17.0
982;17.0
983;20.0
984;23.0
985;16.0
986;17.0
987;17.0
988;23.0
989;44.0
990;24.0
991;16.0
992;23.0
993;20.0
994;21.0
995;24.0
996;33.0
997;18.0
998;17.0
999;22.0
1000;23.0
1001;18.0
1002;25.0
1003;32.0
1004;21.0
1005;25.0
1006;25.0
1007;30.0
1008;20.0
1009;20.0
1010;27.0
1011;17.0
1012;22.0
1013;25.0
1014;17.0
1015;22.0
1016;24.0
1017;23.0
1018;29.0
1019;32.0
1020;25.0
1021;19.0
1022;26.0
1023;26.0
1024;17.0
1025;23.0
1026;16.0
1027;25.0
1028;21.0
1029;20.0
1030;23.0
1031;25.0
1032;26.0
1033;18.0
1034;25.0
1035;20.0
1036;18.0
1037;21.0
1038;25.0
1039;24.0
1040;23.0
1041;20.0
1042;26.0
1043;27.0
1044;32.0
1045;26.0
1046;26.0
1047;27.0
1048;17.0
1049;30.0
1050;48.0
1051;49.0
1052;25.0
1053;18.0
1054;21.0
1055;39.0
1056;32.0
1057;28.0
1058;18.0
1059;16.0
1060;19.0
1061;24.0
1062;24.0
1063;27.0
1064;19.0
1065;16.0
1066;28.0
1067;25.0
1068;20.0
1069;43.0
1070;40.0
1071;26.0
1072;32.0
1073;25.0
1074;24.0
1075;19.0
1076;20.0
1077;17.0
1078;15.0
1079;43.0
1080;27.0
1081;16.0
1082;24.0
1083;21.0
1084;25.0
1085;20.0
1086;19.0
1087;22.0
1088;18.0
1089;34.0
1090;22.0
1091;33.0
1092;23.0
1093;34.0
1094;16.0
1095;17.0
1096;23.0
1097;41.0
1098;29.0
1099;26.0
1100;39.0
1101;35.0
1102;20.0
1103;25.0
1104;18.0
1105;29.0
1106;22.0
1107;19.0
1108;23.0
1109;64.0
1110;38.0
1111;20.0
1112;20.0
1113;28.0
1114;25.0
1115;23.0
1116;28.0
1117;31.0
1118;21.0
1119;23.0
1120;25.0
1121;15.0
1122;16.0
1123;21.0
1124;32.0
1125;21.0
1126;25.0
1127;24.0
1128;32.0
1129;16.0
1130;22.0
1131;24.0
1132;34.0
1133;24.0
1134;24.0
1135;17.0
1136;26.0
1137;25.0
1138;20.0
1139;22.0
1140;30.0
1141;32.0
1142;27.0
1143;19.0
1144;20.0
1145;20.0
1146;21.0
1147;23.0
1148;20.0
1149;17.0
1150;33.0
1151;25.0
1152;25.0
1153;27.0
1154;17.0
1155;29.0
1156;17.0
1157;28.0
1158;22.0
1159;25.0
1160;31.0
1161;27.0
1162;24.0
1163;21.0
1164;32.0
1165;17.0
1166;30.0
1167;34.0
1168;24.0
1169;28.0
1170;15.0
1171;20.0
1172;17.0
1173;27.0
1174;23.0
1175;19.0
1176;26.0
1177;31.0
1178;22.0
1179;28.0
1180;19.0
1181;16.0
1182;27.0
1183;44.0
1184;24.0
1185;20.0
1186;19.0
1187;24.0
1188;27.0
1189;17.0
1190;24.0
1191;18.0
1192;17.0
1193;50.0
1194;20.0
1195;19.0
1196;17.0
1197;25.0
1198;36.0
1199;22.0
1200;26.0
1201;18.0
1202;15.0
1203;27.0
1204;29.0
1205;29.0
1206;32.0
1207;23.0
1208;19.0
1209;26.0
1210;22.0
1211;20.0
1212;24.0
1213;20.0
1214;18.0
1215;15.0
1216;33.0
1217;25.0
1218;25.0
1219;29.0
1220;22.0
1221;23.0
1222;20.0
1223;15.0
1224;31.0
1225;27.0
1226;20.0
1227;29.0
1228;31.0
1229;23.0
1230;27.0
1231;30.0
1232;19.0
1233;30.0
1234;36.0
1235;27.0
1236;17.0
1237;30.0
1238;17.0
1239;27.0
1240;24.0
1241;18.0
1242;25.0
1243;19.0
1244;28.0
1245;31.0
1246;26.0
1247;23.0
1248;22.0
1249;21.0
1250;15.0
1251;27.0
1252;22.0
1253;18.0
1254;17.0
1255;23.0
1256;33.0
1257;23.0
1258;23.0
1259;25.0
1260;21.0
1261;29.0
1262;17.0
1263;17.0
1264;28.0
1265;22.0
1266;41.0
1267;17.0
1268;36.0
1269;32.0
1270;31.0
1271;25.0
1272;21.0
1273;20.0
1274;25.0
1275;24.0
1276;21.0
1277;17.0
1278;20.0
1279;30.0
1280;20.0
1281;29.0
1282;25.0
1283;26.0
1284;26.0
1285;25.0
1286;43.0
1287;18.0
1288;19.0
1289;23.0
1290;25.0
1291;26.0
1292;22.0
1293;33.0
1294;29.0
1295;22.0
1296;17.0
1297;30.0
1298;42.0
1299;31.0
1300;38.0
1301;25.0
1302;23.0
1303;27.0
1304;24.0
1305;22.0
1306;21.0
1307;22.0
1308;36.0
1309;18.0
1310;20.0
1311;24.0
1312;20.0
1313;30.0
1314;19.0
1315;18.0
1316;23.0
1317;18.0
1318;19.0
1319;37.0
1320;20.0
1321;15.0
1322;17.0
1323;66.0
1324;30.0
1325;27.0
1326;26.0
1327;30.0
1328;25.0
1329;29.0
1330;32.0
1331;25.0
1332;30.0
1333;23.0
1334;16.0
1335;25.0
1336;25.0
1337;17.0
1338;19.0
1339;35.0
1340;24.0
1341;27.0
1342;19.0
1343;24.0
1344;19.0
1345;21.0
1346;31.0
1347;26.0
1348;35.0
1349;25.0
1350;25.0
1351;24.0
1352;17.0
1353;26.0
1354;26.0
1355;37.0
1356;26.0
1357;24.0
1358;20.0
1359;35.0
1360;21.0
1361;22.0
1362;29.0
1363;36.0
1364;29.0
1365;17.0
1366;22.0
1367;36.0
1368;17.0
1369;17.0
1370;18.0
1371;24.0
1372;18.0
1373;27.0
1374;17.0
1375;19.0
1376;23.0
1377;26.0
1378;30.0
1379;21.0
1380;17.0
1381;23.0
1382;27.0
1383;30.0
1384;26.0
1385;28.0
1386;19.0
1387;31.0
1388;20.0
1389;19.0
1390;24.0
1391;22.0
1392;25.0
1393;23.0
1394;27.0
1395;32.0
1396;18.0
1397;31.0
1398;22.0
1399;19.0
1400;32.0
1401;22.0
1402;19.0
1403;21.0
1404;31.0
1405;19.0
1406;19.0
1407;27.0
1408;28.0
1409;29.0
1410;18.0
1411;31.0
1412;26.0
1413;16.0
1414;28.0
1415;23.0
1416;28.0
1417;29.0
1418;26.0
1419;35.0
1420;33.0
1421;25.0
1422;17.0
1423;23.0
1424;23.0
1425;20.0
1426;27.0
1427;20.0
1428;21.0
1429;28.0
1430;22.0
1431;31.0
1432;45.0
1433;16.0
1434;21.0
1435;18.0
1436;18.0
1437;29.0
1438;19.0
1439;17.0
1440;26.0
1441;41.0
1442;23.0
1443;23.0
1444;44.0
1445;22.0
1446;22.0
1447;18.0
1448;32.0
1449;22.0
1450;15.0
1451;28.0
1452;23.0
1453;28.0
1454;32.0
1455;27.0
1456;28.0
1457;22.0
1458;32.0
1459;33.0
1460;21.0
1461;19.0
1462;20.0
1463;30.0
1464;25.0
1465;19.0
1466;29.0
1467;15.0
1468;34.0
1469;32.0
1470;31.0
1471;17.0
1472;24.0
1473;20.0
1474;21.0
1475;21.0
1476;21.0
1477;25.0
1478;24.0
1479;16.0
1480;31.0
1481;21.0
1482;28.0
1483;23.0
1484;21.0
1485;16.0
1486;23.0
1487;17.0
1488;23.0
1489;22.0
1490;18.0
1491;23.0
1492;21.0
1493;24.0
1494;25.0
1495;19.0
1496;20.0
1497;15.0
1498;19.0
1499;17.0
1500;19.0
1501;22.0
1502;20.0
1503;16.0
1504;18.0
1505;18.0
1506;20.0
1507;20.0
1508;22.0
1509;19.0
1510;21.0
1511;22.0
1512;31.0
1513;22.0
1514;23.0
1515;22.0
1516;15.0
1517;23.0
1518;17.0
1519;16.0
1520;24.0
1521;38.0
1522;27.0
1523;30.0
1524;29.0
1525;26.0
1526;28.0
1527;23.0
1528;19.0
1529;40.0
1530;34.0
1531;28.0
1532;25.0
1533;26.0
1534;26.0
1535;27.0
1536;20.0
1537;21.0
1538;18.0
1539;25.0
1540;27.0
1541;30.0
1542;24.0
1543;21.0
1544;24.0
1545;29.0
1546;33.0
1547;27.0
1548;34.0
1549;24.0
1550;17.0
1551;29.0
1552;19.0
1553;36.0
1554;25.0
1555;24.0
1556;20.0
1557;36.0
1558;19.0
1559;25.0
1560;25.0
1561;28.0
1562;25.0
1563;84.0
1564;35.0
1565;16.0
1566;17.0
1567;20.0
1568;29.0
1569;25.0
1570;17.0
1571;19.0
1572;19.0
1573;27.0
1574;23.0
1575;40.0
1576;37.0
1577;25.0
1578;17.0
1579;30.0
1580;28.0
1581;20.0
1582;23.0
1583;16.0
1584;25.0
1585;27.0
1586;48.0
1587;22.0
1588;19.0
1589;18.0
1590;27.0
1591;24.0
1592;23.0
1593;18.0
1594;16.0
1595;24.0
1596;31.0
1597;21.0
1598;27.0
1599;18.0
1600;21.0
1601;23.0
1602;27.0
1603;25.0
1604;17.0
1605;25.0
1606;27.0
1607;17.0
1608;20.0
1609;23.0
1610;17.0
1611;18.0
1612;21.0
1613;26.0
1614;21.0
1615;24.0
1616;22.0
1617;37.0
1618;21.0
1619;21.0
1620;17.0
1621;44.0
1622;23.0
1623;18.0
1624;20.0
1625;25.0
1626;25.0
1627;22.0
1628;22.0
1629;28.0
1630;24.0
1631;29.0
1632;57.0
1633;20.0
1634;82.0
1635;21.0
1636;15.0
1637;19.0
1638;23.0
1639;27.0
1640;23.0
1641;21.0
1642;29.0
1643;25.0
1644;17.0
1645;25.0
1646;35.0
1647;27.0
1648;24.0
1649;21.0
1650;25.0
1651;18.0
1652;16.0
1653;20.0
1654;20.0
1655;25.0
1656;17.0
1657;23.0
1658;22.0
1659;16.0
1660;22.0
1661;33.0
1662;22.0
1663;18.0
1664;19.0
1665;30.0
1666;23.0
1667;17.0
1668;26.0
1669;32.0
1670;30.0
1671;22.0
1672;39.0
1673;23.0
1674;20.0
1675;31.0
1676;16.0
1677;27.0
1678;18.0
1679;21.0
1680;34.0
1681;26.0
1682;22.0
1683;20.0
1684;24.0
1685;21.0
1686;34.0
1687;25.0
1688;19.0
1689;22.0
1690;21.0
1691;18.0
1692;22.0
1693;17.0
1694;30.0
1695;35.0
1696;27.0
1697;25.0
1698;22.0
1699;28.0
1700;23.0
1701;24.0
1702;32.0
1703;28.0
1704;16.0
1705;21.0
1706;21.0
1707;19.0
1708;39.0
1709;33.0
1710;28.0
1711;19.0
1712;20.0
1713;34.0
1714;25.0
1715;18.0
1716;19.0
1717;17.0
1718;36.0
1719;22.0
1720;30.0
1721;27.0
1722;36.0
1723;35.0
1724;20.0
1725;19.0
1726;20.0
1727;26.0
1728;20.0
1729;30.0
1730;32.0
1731;37.0
1732;27.0
1733;39.0
1734;28.0
1735;29.0
1736;17.0
1737;17.0
1738;18.0
1739;25.0
1740;19.0
1741;28.0
1742;21.0
1743;19.0
1744;19.0
1745;22.0
1746;18.0
1747;20.0
1748;15.0
1749;20.0
1750;20.0
1751;36.0
1752;33.0
1753;23.0
1754;22.0
1755;24.0
1756;18.0
1757;29.0
1758;23.0
1759;16.0
1760;16.0
1761;19.0
1762;15.0
1763;32.0
1764;22.0
1765;23.0
1766;19.0
1767;24.0
1768;17.0
1769;31.0
1770;16.0
1771;21.0
1772;23.0
1773;18.0
1774;33.0
1775;23.0
1776;15.0
1777;24.0
1778;21.0
1779;25.0
1780;17.0
1781;17.0
1782;25.0
1783;21.0
1784;20.0
1785;27.0
1786;19.0
1787;19.0
1788;33.0
1789;15.0
1790;22.0
1791;18.0
1792;36.0
1793;18.0
1794;33.0
1795;17.0
1796;28.0
1797;19.0
1798;21.0
1799;32.0
1800;24.0
1801;17.0
1802;25.0
1803;22.0
1804;25.0
1805;35.0
1806;30.0
1807;26.0
1808;16.0
1809;22.0
1810;24.0
1811;38.0
1812;30.0
1813;24.0
1814;25.0
1815;19.0
1816;20.0
1817;16.0
1818;23.0
1819;27.0
1820;17.0
1821;22.0
1822;24.0
1823;23.0
1824;32.0
1825;19.0
1826;21.0
1827;20.0
1828;22.0
1829;37.0
1830;22.0
1831;34.0
1832;33.0
1833;17.0
1834;19.0
1835;36.0
1836;23.0
1837;28.0
1838;36.0
1839;22.0
1840;20.0
1841;27.0
1842;35.0
1843;35.0
1844;20.0
1845;20.0
1846;32.0
1847;18.0
1848;20.0
1849;29.0
1850;19.0
1851;22.0
1852;30.0
1853;22.0
1854;25.0
1855;23.0
1856;20.0
1857;27.0
1858;21.0
1859;30.0
1860;22.0
1861;26.0
1862;25.0
1863;17.0
1864;18.0
1865;30.0
1866;15.0
1867;22.0
1868;29.0
1869;18.0
1870;24.0
1871;24.0
1872;16.0
1873;20.0
1874;30.0
1875;34.0
1876;29.0
1877;21.0
1878;25.0
1879;31.0
1880;28.0
1881;34.0
1882;23.0
1883;22.0
1884;27.0
1885;18.0
1886;19.0
1887;21.0
1888;15.0
1889;33.0
1890;20.0
1891;18.0
1892;18.0
1893;25.0
1894;23.0
1895;22.0
1896;28.0
1897;24.0
1898;22.0
1899;27.0
1900;28.0
1901;35.0
1902;37.0
1903;21.0
1904;34.0
1905;27.0
1906;22.0
1907;19.0
1908;31.0
1909;22.0
1910;22.0
1911;21.0
1912;19.0
1913;24.0
1914;18.0
1915;26.0
1916;22.0
1917;16.0
1918;18.0
1919;41.0
1920;38.0
1921;25.0
1922;35.0
1923;22.0
1924;18.0
1925;24.0
1926;21.0
1927;21.0
1928;20.0
1929;27.0
1930;26.0
1931;33.0
1932;26.0
1933;19.0
1934;22.0
1935;22.0
1936;27.0
1937;26.0
1938;20.0
1939;24.0
1940;26.0
1941;17.0
1942;18.0
1943;25.0
1944;18.0
1945;25.0
1946;27.0
1947;20.0
1948;29.0
1949;19.0
1950;21.0
1951;17.0
1952;19.0
1953;24.0
1954;23.0
1955;20.0
1956;28.0
1957;19.0
1958;31.0
1959;24.0
1960;23.0
1961;31.0
1962;25.0
1963;17.0
1964;29.0
1965;21.0
1966;21.0
1967;24.0
1968;28.0
1969;37.0
1970;17.0
1971;25.0
1972;24.0
1973;27.0
1974;31.0
1975;29.0
1976;46.0
1977;21.0
1978;27.0
1979;32.0
1980;23.0
1981;34.0
1982;36.0
1983;27.0
1984;23.0
1985;18.0
1986;19.0
1987;25.0
1988;17.0
1989;27.0
1990;19.0
1991;17.0
1992;30.0
1993;22.0
1994;28.0
1995;35.0
1996;23.0
1997;34.0
1998;23.0
1999;22.0
2000;17.0
2001;25.0
2002;28.0
2003;22.0
2004;21.0
2005;18.0
2006;17.0
2007;39.0
2008;20.0
2009;22.0
2010;30.0
2011;40.0
2012;39.0
2013;22.0
2014;51.0
2015;20.0
2016;22.0
2017;22.0
2018;26.0
2019;30.0
2020;16.0
2021;28.0
2022;21.0
2023;22.0
2024;18.0
2025;28.0
2026;19.0
2027;27.0
2028;18.0
2029;16.0
2030;24.0
2031;27.0
2032;24.0
2033;18.0
2034;19.0
2035;31.0
2036;36.0
2037;17.0
2038;24.0
2039;20.0
2040;32.0
2041;32.0
2042;19.0
2043;29.0
2044;34.0
2045;26.0
2046;26.0
2047;23.0
2048;18.0
2049;23.0
2050;18.0
2051;28.0
2052;19.0
2053;25.0
2054;22.0
2055;17.0
2056;18.0
2057;15.0
2058;31.0
2059;20.0
2060;24.0
2061;30.0
2062;24.0
2063;31.0
2064;24.0
2065;21.0
2066;24.0
2067;25.0
2068;77.0
2069;18.0
2070;31.0
2071;23.0
2072;17.0
2073;19.0
2074;21.0
2075;30.0
2076;27.0
2077;20.0
2078;19.0
2079;31.0
2080;26.0
2081;18.0
2082;18.0
2083;17.0
2084;17.0
2085;36.0
2086;22.0
2087;15.0
2088;19.0
2089;24.0
2090;25.0
2091;15.0
2092;33.0
2093;19.0
2094;33.0
2095;34.0
2096;17.0
2097;19.0
2098;30.0
2099;18.0
2100;35.0
2101;28.0
2102;18.0
2103;30.0
2104;19.0
2105;24.0
2106;23.0
2107;26.0
2108;21.0
2109;21.0
2110;21.0
2111;32.0
2112;34.0
2113;23.0
2114;22.0
2115;21.0
2116;25.0
2117;15.0
2118;21.0
2119;19.0
2120;24.0
2121;22.0
2122;34.0
2123;20.0
2124;25.0
2125;15.0
2126;21.0
2127;22.0
2128;33.0
2129;15.0
2130;17.0
2131;29.0
2132;32.0
2133;23.0
2134;20.0
2135;22.0
2136;16.0
2137;25.0
2138;17.0
2139;22.0
2140;24.0
