;Steps
497;16.0
498;16.0
499;16.0
500;18.0
501;26.0
502;18.0
503;25.0
504;17.0
505;18.0
506;20.0
507;19.0
508;16.0
509;16.0
510;16.0
511;17.0
512;18.0
513;19.0
514;16.0
515;16.0
516;16.0
517;16.0
518;16.0
519;23.0
520;16.0
521;19.0
522;20.0
523;16.0
524;20.0
525;23.0
526;19.0
527;19.0
528;20.0
529;16.0
530;18.0
531;21.0
532;16.0
533;16.0
534;22.0
535;16.0
536;21.0
537;21.0
538;19.0
539;16.0
540;26.0
541;18.0
542;17.0
543;17.0
544;27.0
545;20.0
546;16.0
547;16.0
548;18.0
549;21.0
550;17.0
551;17.0
552;18.0
553;20.0
554;22.0
555;16.0
556;16.0
557;16.0
558;26.0
559;27.0
560;18.0
561;16.0
562;16.0
563;19.0
564;21.0
565;19.0
566;19.0
567;16.0
568;19.0
569;22.0
570;17.0
571;16.0
572;25.0
573;16.0
574;17.0
575;19.0
576;16.0
577;17.0
578;16.0
579;17.0
580;26.0
581;18.0
582;19.0
583;18.0
584;17.0
585;16.0
586;22.0
587;17.0
588;19.0
589;19.0
590;17.0
591;19.0
592;16.0
593;20.0
594;16.0
595;21.0
596;19.0
597;16.0
598;16.0
599;19.0
600;21.0
601;17.0
602;21.0
603;25.0
604;16.0
605;16.0
606;16.0
607;19.0
608;23.0
609;19.0
610;20.0
611;20.0
612;24.0
613;16.0
614;21.0
615;16.0
616;25.0
617;18.0
618;16.0
619;22.0
620;19.0
621;16.0
622;19.0
623;20.0
624;16.0
625;21.0
626;17.0
627;20.0
628;17.0
629;21.0
630;16.0
631;18.0
632;16.0
633;18.0
634;25.0
635;17.0
636;21.0
637;18.0
638;16.0
639;16.0
640;17.0
641;16.0
642;19.0
643;18.0
644;16.0
645;16.0
646;20.0
647;18.0
648;16.0
649;17.0
650;17.0
651;22.0
652;16.0
653;19.0
654;125.0
655;148.0
656;17.0
657;18.0
658;20.0
659;20.0
660;18.0
661;17.0
662;18.0
663;19.0
664;16.0
665;16.0
666;23.0
667;16.0
668;18.0
669;20.0
670;22.0
671;16.0
672;17.0
673;18.0
674;18.0
675;18.0
676;17.0
677;16.0
678;18.0
679;16.0
680;18.0
681;18.0
682;18.0
683;19.0
684;17.0
685;18.0
686;17.0
687;17.0
688;16.0
689;24.0
690;25.0
691;17.0
692;17.0
693;19.0
694;16.0
695;20.0
696;20.0
697;16.0
698;17.0
699;19.0
700;18.0
701;17.0
702;20.0
703;19.0
704;20.0
705;19.0
706;21.0
707;18.0
708;19.0
709;18.0
710;24.0
711;16.0
712;20.0
713;18.0
714;16.0
715;16.0
716;16.0
717;28.0
718;16.0
719;16.0
720;21.0
721;16.0
722;16.0
723;16.0
724;18.0
725;16.0
726;16.0
727;17.0
728;24.0
729;18.0
730;19.0
731;16.0
732;18.0
733;18.0
734;21.0
735;17.0
736;16.0
737;19.0
738;25.0
739;22.0
740;19.0
741;24.0
742;20.0
743;17.0
744;18.0
745;19.0
746;16.0
747;16.0
748;16.0
749;17.0
750;19.0
751;20.0
752;18.0
753;19.0
754;16.0
755;19.0
756;18.0
757;29.0
758;16.0
759;19.0
760;17.0
761;16.0
762;17.0
763;16.0
764;16.0
765;17.0
766;18.0
767;16.0
768;19.0
769;18.0
770;31.0
771;17.0
772;20.0
773;19.0
774;16.0
775;16.0
776;16.0
777;24.0
778;18.0
779;17.0
780;25.0
781;18.0
782;23.0
783;26.0
784;18.0
785;20.0
786;18.0
787;24.0
788;18.0
789;20.0
790;20.0
791;16.0
792;17.0
793;17.0
794;20.0
795;18.0
796;18.0
797;16.0
798;20.0
799;20.0
800;18.0
801;18.0
802;17.0
803;19.0
804;16.0
805;16.0
806;18.0
807;17.0
808;20.0
809;16.0
810;19.0
811;24.0
812;17.0
813;17.0
814;24.0
815;22.0
816;16.0
817;19.0
818;24.0
819;17.0
820;16.0
821;23.0
822;19.0
823;19.0
824;18.0
825;20.0
826;18.0
827;16.0
828;25.0
829;18.0
830;16.0
831;19.0
832;16.0
833;20.0
834;19.0
835;17.0
836;21.0
837;21.0
838;22.0
839;16.0
840;16.0
841;17.0
842;16.0
843;20.0
844;19.0
845;18.0
846;16.0
847;18.0
848;16.0
849;21.0
850;20.0
851;16.0
852;17.0
853;16.0
854;16.0
855;24.0
856;16.0
857;20.0
858;17.0
859;18.0
860;18.0
861;24.0
862;16.0
863;16.0
864;20.0
865;16.0
866;19.0
867;17.0
868;16.0
869;23.0
870;17.0
871;16.0
872;19.0
873;21.0
874;16.0
875;19.0
876;16.0
877;16.0
878;17.0
879;16.0
880;20.0
881;18.0
882;18.0
883;17.0
884;16.0
885;18.0
886;17.0
887;17.0
888;20.0
889;16.0
890;21.0
891;21.0
892;19.0
893;16.0
894;18.0
895;22.0
896;19.0
897;16.0
898;21.0
899;20.0
900;22.0
901;16.0
902;18.0
903;23.0
904;16.0
905;16.0
906;16.0
907;18.0
908;18.0
909;17.0
910;16.0
911;24.0
912;21.0
913;16.0
914;16.0
915;16.0
916;18.0
917;31.0
918;24.0
919;18.0
920;19.0
921;16.0
922;17.0
923;21.0
924;19.0
925;18.0
926;17.0
927;18.0
928;27.0
929;16.0
930;16.0
931;20.0
932;16.0
933;18.0
934;18.0
935;19.0
936;26.0
937;19.0
938;18.0
939;16.0
940;24.0
941;33.0
942;19.0
943;22.0
944;20.0
945;16.0
946;23.0
947;16.0
948;16.0
949;16.0
950;17.0
951;20.0
952;16.0
953;20.0
954;16.0
955;17.0
956;16.0
957;21.0
958;18.0
959;18.0
960;18.0
961;16.0
962;16.0
963;20.0
964;16.0
965;19.0
966;20.0
967;16.0
968;17.0
969;20.0
970;16.0
971;16.0
972;17.0
973;18.0
974;17.0
975;20.0
976;18.0
977;16.0
978;17.0
979;20.0
980;16.0
981;16.0
982;17.0
983;16.0
984;16.0
985;17.0
986;22.0
987;20.0
988;16.0
989;17.0
990;27.0
991;16.0
992;17.0
993;24.0
994;16.0
995;17.0
996;18.0
997;18.0
998;21.0
999;21.0
1000;16.0
1001;16.0
1002;17.0
1003;33.0
1004;19.0
1005;17.0
1006;21.0
1007;26.0
1008;16.0
1009;16.0
1010;18.0
1011;18.0
1012;27.0
1013;21.0
1014;16.0
1015;16.0
1016;18.0
1017;17.0
1018;20.0
1019;17.0
1020;23.0
1021;17.0
1022;18.0
1023;16.0
1024;23.0
1025;18.0
1026;20.0
1027;19.0
1028;16.0
1029;19.0
1030;17.0
1031;16.0
1032;16.0
1033;16.0
1034;21.0
1035;17.0
1036;16.0
1037;21.0
1038;17.0
1039;19.0
1040;17.0
1041;16.0
1042;17.0
1043;16.0
1044;16.0
1045;24.0
1046;23.0
1047;18.0
1048;16.0
1049;19.0
1050;17.0
1051;16.0
1052;18.0
1053;18.0
1054;16.0
1055;16.0
1056;21.0
1057;19.0
1058;24.0
1059;17.0
1060;18.0
1061;17.0
1062;19.0
1063;22.0
1064;16.0
1065;16.0
1066;17.0
1067;16.0
1068;29.0
1069;17.0
1070;16.0
1071;20.0
1072;16.0
1073;18.0
1074;17.0
1075;21.0
1076;19.0
1077;19.0
1078;16.0
1079;16.0
1080;16.0
1081;16.0
1082;16.0
1083;26.0
1084;17.0
1085;23.0
1086;17.0
1087;17.0
1088;17.0
1089;16.0
1090;20.0
1091;17.0
1092;17.0
1093;16.0
1094;18.0
1095;19.0
1096;21.0
1097;17.0
1098;21.0
1099;17.0
1100;18.0
1101;17.0
1102;18.0
1103;29.0
1104;17.0
1105;18.0
1106;16.0
1107;16.0
1108;21.0
1109;21.0
1110;16.0
1111;23.0
1112;18.0
1113;19.0
1114;16.0
1115;16.0
1116;21.0
1117;21.0
1118;22.0
1119;16.0
1120;18.0
1121;16.0
1122;16.0
1123;19.0
1124;17.0
1125;17.0
1126;17.0
1127;17.0
1128;16.0
1129;18.0
1130;22.0
1131;18.0
1132;20.0
1133;19.0
1134;19.0
1135;19.0
1136;20.0
1137;16.0
1138;24.0
1139;17.0
1140;23.0
1141;16.0
1142;20.0
1143;17.0
1144;18.0
1145;17.0
1146;17.0
1147;17.0
1148;22.0
1149;17.0
1150;18.0
1151;18.0
1152;17.0
1153;19.0
1154;16.0
1155;18.0
1156;16.0
1157;23.0
1158;16.0
1159;16.0
1160;16.0
1161;16.0
1162;16.0
1163;16.0
1164;18.0
1165;19.0
1166;16.0
1167;16.0
1168;17.0
1169;21.0
1170;18.0
1171;23.0
1172;16.0
1173;29.0
1174;19.0
1175;16.0
1176;17.0
1177;24.0
1178;18.0
1179;18.0
1180;16.0
1181;16.0
1182;21.0
1183;21.0
1184;20.0
1185;16.0
1186;17.0
1187;16.0
1188;17.0
1189;19.0
1190;17.0
1191;18.0
1192;24.0
1193;16.0
1194;21.0
1195;18.0
1196;18.0
1197;16.0
1198;19.0
1199;21.0
1200;26.0
1201;17.0
1202;16.0
1203;33.0
1204;18.0
1205;21.0
1206;16.0
1207;20.0
1208;20.0
1209;17.0
1210;19.0
1211;22.0
1212;18.0
1213;18.0
1214;19.0
1215;23.0
1216;16.0
1217;17.0
1218;18.0
1219;17.0
1220;20.0
1221;18.0
1222;17.0
1223;16.0
1224;18.0
1225;26.0
1226;18.0
1227;18.0
1228;17.0
1229;17.0
1230;23.0
1231;16.0
1232;16.0
1233;20.0
1234;20.0
1235;16.0
1236;16.0
1237;18.0
1238;21.0
1239;17.0
1240;19.0
1241;16.0
1242;24.0
1243;16.0
1244;19.0
1245;20.0
1246;22.0
1247;17.0
1248;17.0
1249;17.0
1250;17.0
1251;18.0
1252;18.0
1253;20.0
1254;22.0
1255;19.0
1256;30.0
1257;16.0
1258;20.0
1259;16.0
1260;18.0
1261;19.0
1262;17.0
1263;16.0
1264;21.0
1265;17.0
1266;16.0
1267;22.0
1268;16.0
1269;19.0
1270;22.0
1271;17.0
1272;19.0
1273;18.0
1274;22.0
1275;23.0
1276;16.0
1277;18.0
1278;16.0
1279;17.0
1280;22.0
1281;20.0
1282;24.0
1283;17.0
1284;17.0
1285;16.0
1286;19.0
1287;18.0
1288;17.0
1289;16.0
1290;19.0
1291;17.0
1292;19.0
1293;22.0
1294;16.0
1295;16.0
1296;19.0
1297;16.0
1298;18.0
1299;17.0
1300;16.0
1301;16.0
1302;19.0
1303;23.0
1304;17.0
1305;26.0
1306;26.0
1307;18.0
1308;16.0
1309;17.0
1310;18.0
1311;18.0
1312;16.0
1313;23.0
1314;18.0
1315;16.0
1316;16.0
1317;17.0
1318;16.0
1319;17.0
1320;18.0
1321;16.0
1322;22.0
1323;16.0
1324;22.0
1325;22.0
1326;19.0
1327;24.0
1328;18.0
1329;16.0
1330;20.0
1331;20.0
1332;19.0
1333;16.0
1334;16.0
1335;17.0
1336;17.0
1337;24.0
1338;18.0
1339;73.0
1340;20.0
1341;19.0
1342;19.0
1343;17.0
1344;18.0
1345;17.0
1346;19.0
1347;32.0
1348;18.0
1349;16.0
1350;18.0
1351;16.0
1352;16.0
1353;16.0
1354;27.0
1355;18.0
1356;20.0
1357;16.0
1358;20.0
1359;16.0
1360;17.0
1361;23.0
1362;17.0
1363;18.0
1364;19.0
1365;21.0
1366;19.0
1367;16.0
1368;16.0
1369;16.0
1370;16.0
1371;16.0
1372;17.0
1373;16.0
1374;21.0
1375;16.0
1376;18.0
1377;24.0
1378;19.0
1379;24.0
1380;25.0
1381;22.0
1382;18.0
1383;16.0
1384;16.0
1385;20.0
1386;16.0
1387;16.0
1388;20.0
1389;18.0
1390;23.0
1391;16.0
1392;17.0
1393;19.0
1394;17.0
1395;17.0
1396;21.0
1397;27.0
1398;17.0
1399;19.0
1400;18.0
1401;16.0
1402;17.0
1403;16.0
1404;16.0
1405;17.0
1406;16.0
1407;17.0
1408;16.0
1409;16.0
1410;20.0
1411;17.0
1412;17.0
1413;17.0
1414;20.0
1415;16.0
1416;17.0
1417;16.0
1418;18.0
1419;16.0
1420;18.0
1421;16.0
1422;16.0
1423;16.0
1424;17.0
1425;16.0
1426;16.0
1427;25.0
1428;24.0
1429;19.0
1430;16.0
1431;19.0
1432;18.0
1433;16.0
1434;16.0
1435;18.0
1436;17.0
1437;17.0
1438;18.0
1439;16.0
1440;21.0
1441;17.0
1442;18.0
1443;22.0
1444;20.0
1445;17.0
1446;17.0
1447;16.0
1448;19.0
1449;18.0
1450;16.0
1451;19.0
1452;19.0
1453;16.0
1454;16.0
1455;17.0
1456;16.0
1457;16.0
1458;16.0
1459;16.0
1460;18.0
1461;16.0
1462;24.0
1463;16.0
1464;16.0
1465;18.0
1466;22.0
1467;17.0
1468;16.0
1469;17.0
1470;16.0
1471;18.0
1472;19.0
1473;21.0
1474;18.0
1475;16.0
1476;16.0
1477;17.0
1478;22.0
1479;17.0
1480;17.0
1481;18.0
1482;18.0
1483;16.0
1484;16.0
1485;20.0
1486;22.0
1487;16.0
1488;18.0
1489;16.0
1490;20.0
1491;21.0
1492;16.0
1493;17.0
1494;23.0
1495;22.0
1496;5779.0
1497;131.0
1498;5262.0
1499;2638.0
1500;82.0
1501;723.0
1502;46.0
1503;46.0
1504;16.0
1505;16.0
1506;18.0
1507;18.0
1508;16.0
1509;20.0
1510;22.0
1511;17.0
1512;16.0
1513;16.0
1514;20.0
1515;20.0
1516;22.0
1517;17.0
1518;16.0
1519;17.0
1520;26.0
1521;23.0
1522;16.0
1523;17.0
1524;17.0
1525;16.0
1526;21.0
1527;16.0
1528;18.0
1529;16.0
1530;18.0
1531;19.0
1532;18.0
1533;20.0
1534;16.0
1535;18.0
1536;27.0
1537;18.0
1538;19.0
1539;18.0
1540;16.0
1541;17.0
1542;16.0
1543;16.0
1544;26.0
1545;17.0
1546;20.0
1547;18.0
1548;17.0
1549;20.0
1550;19.0
1551;16.0
1552;23.0
1553;16.0
1554;16.0
1555;16.0
1556;16.0
1557;16.0
1558;20.0
1559;18.0
1560;19.0
1561;16.0
1562;16.0
1563;19.0
1564;17.0
1565;22.0
1566;17.0
1567;18.0
1568;18.0
1569;25.0
1570;22.0
1571;16.0
1572;18.0
1573;17.0
1574;18.0
1575;22.0
1576;18.0
1577;16.0
1578;19.0
1579;16.0
1580;16.0
1581;17.0
1582;22.0
1583;16.0
1584;16.0
1585;16.0
1586;19.0
1587;16.0
1588;16.0
1589;19.0
1590;16.0
1591;16.0
1592;17.0
1593;16.0
1594;31.0
1595;18.0
1596;20.0
1597;20.0
1598;16.0
1599;17.0
1600;16.0
1601;19.0
1602;37.0
1603;21.0
1604;17.0
1605;24.0
1606;19.0
1607;20.0
1608;18.0
1609;20.0
1610;16.0
1611;17.0
1612;21.0
1613;21.0
1614;17.0
1615;20.0
1616;24.0
1617;20.0
1618;20.0
1619;16.0
1620;19.0
1621;16.0
1622;16.0
1623;19.0
1624;27.0
1625;22.0
1626;16.0
1627;20.0
1628;19.0
1629;17.0
1630;17.0
1631;18.0
1632;21.0
1633;20.0
1634;16.0
1635;18.0
1636;16.0
1637;18.0
1638;20.0
1639;26.0
1640;18.0
1641;16.0
1642;25.0
1643;16.0
1644;16.0
1645;16.0
1646;16.0
1647;17.0
1648;16.0
1649;18.0
1650;17.0
1651;16.0
1652;18.0
1653;18.0
1654;18.0
1655;19.0
1656;17.0
1657;16.0
1658;20.0
1659;19.0
1660;16.0
1661;17.0
1662;16.0
1663;19.0
1664;18.0
1665;18.0
1666;16.0
1667;16.0
1668;18.0
1669;20.0
1670;24.0
1671;21.0
1672;19.0
1673;20.0
1674;25.0
1675;20.0
1676;16.0
1677;19.0
1678;17.0
1679;19.0
1680;16.0
1681;16.0
1682;22.0
1683;26.0
1684;18.0
1685;117.0
1686;44.0
1687;2724.0
1688;2185.0
1689;174.0
1690;2561.0
1691;20.0
1692;19.0
1693;17.0
1694;22.0
1695;16.0
1696;16.0
1697;16.0
1698;19.0
1699;19.0
1700;21.0
1701;17.0
1702;24.0
1703;16.0
1704;17.0
1705;19.0
1706;18.0
1707;21.0
1708;17.0
1709;20.0
1710;17.0
1711;19.0
1712;16.0
1713;19.0
1714;22.0
1715;20.0
1716;18.0
1717;20.0
1718;18.0
1719;18.0
1720;16.0
1721;17.0
1722;18.0
1723;16.0
1724;23.0
1725;16.0
1726;19.0
1727;16.0
1728;17.0
1729;17.0
1730;30.0
1731;18.0
1732;23.0
1733;16.0
1734;16.0
1735;16.0
1736;19.0
1737;22.0
1738;18.0
1739;18.0
1740;27.0
1741;19.0
1742;17.0
1743;18.0
1744;16.0
1745;16.0
1746;19.0
1747;17.0
1748;19.0
1749;18.0
1750;21.0
1751;18.0
1752;16.0
1753;17.0
1754;22.0
1755;18.0
1756;18.0
1757;16.0
1758;17.0
1759;21.0
1760;16.0
1761;18.0
1762;16.0
1763;28.0
1764;16.0
1765;25.0
1766;16.0
1767;18.0
1768;16.0
1769;16.0
1770;17.0
1771;17.0
1772;16.0
1773;23.0
1774;18.0
1775;20.0
1776;18.0
1777;21.0
1778;18.0
1779;16.0
1780;17.0
1781;16.0
1782;17.0
1783;17.0
1784;16.0
1785;16.0
1786;16.0
1787;17.0
1788;16.0
1789;19.0
1790;19.0
1791;17.0
1792;16.0
1793;16.0
1794;17.0
1795;16.0
1796;18.0
1797;16.0
1798;17.0
1799;20.0
1800;17.0
1801;18.0
1802;21.0
1803;19.0
1804;16.0
1805;17.0
1806;19.0
1807;20.0
1808;16.0
1809;18.0
1810;18.0
1811;16.0
1812;16.0
1813;18.0
1814;23.0
1815;16.0
1816;25.0
1817;20.0
1818;58.0
1819;43.0
1820;19.0
1821;21.0
1822;76.0
1823;91.0
1824;32.0
1825;23.0
1826;22.0
1827;21.0
1828;18.0
1829;19.0
1830;19.0
1831;19.0
1832;22.0
1833;19.0
1834;21.0
1835;24.0
1836;21.0
1837;19.0
1838;21.0
1839;16.0
1840;18.0
1841;52.0
1842;47.0
1843;19.0
1844;30.0
1845;16.0
1846;16.0
1847;21.0
1848;18.0
1849;19.0
1850;16.0
1851;18.0
1852;16.0
1853;20.0
1854;17.0
1855;21.0
1856;18.0
1857;20.0
1858;17.0
1859;17.0
1860;22.0
1861;18.0
1862;20.0
1863;48.0
1864;16.0
1865;17.0
1866;16.0
1867;17.0
1868;20.0
1869;19.0
1870;18.0
1871;18.0
1872;18.0
1873;21.0
1874;16.0
1875;18.0
1876;25.0
1877;18.0
1878;17.0
1879;18.0
1880;20.0
1881;16.0
1882;19.0
1883;24.0
1884;112.0
1885;20.0
1886;71.0
1887;24.0
1888;16.0
1889;22.0
1890;17.0
1891;20.0
1892;18.0
1893;18.0
1894;16.0
1895;16.0
1896;19.0
1897;18.0
1898;16.0
1899;21.0
1900;16.0
1901;17.0
1902;16.0
1903;16.0
1904;18.0
1905;18.0
1906;17.0
1907;17.0
1908;18.0
1909;22.0
1910;16.0
1911;19.0
1912;21.0
1913;16.0
1914;18.0
1915;21.0
1916;17.0
1917;21.0
1918;18.0
1919;16.0
1920;17.0
1921;22.0
1922;19.0
1923;16.0
1924;16.0
1925;17.0
1926;22.0
1927;21.0
1928;16.0
1929;16.0
1930;18.0
1931;16.0
1932;26.0
1933;19.0
1934;17.0
1935;19.0
1936;18.0
1937;18.0
1938;19.0
1939;21.0
1940;32.0
1941;67.0
1942;182.0
1943;114.0
1944;536.0
1945;23.0
1946;1132.0
1947;968.0
1948;42.0
1949;16.0
1950;16.0
1951;18.0
1952;16.0
1953;16.0
1954;16.0
1955;16.0
1956;19.0
1957;16.0
1958;16.0
1959;21.0
1960;22.0
1961;17.0
1962;16.0
1963;16.0
1964;16.0
1965;19.0
1966;16.0
1967;22.0
1968;17.0
1969;17.0
1970;16.0
1971;16.0
1972;26.0
1973;18.0
1974;17.0
1975;16.0
1976;19.0
1977;18.0
1978;16.0
1979;16.0
1980;17.0
1981;18.0
1982;17.0
1983;16.0
1984;20.0
1985;16.0
1986;16.0
1987;18.0
1988;16.0
1989;18.0
1990;17.0
1991;18.0
1992;19.0
1993;18.0
1994;21.0
1995;18.0
1996;16.0
1997;16.0
1998;16.0
1999;16.0
2000;16.0
2001;16.0
2002;19.0
2003;16.0
2004;16.0
2005;17.0
2006;19.0
2007;16.0
2008;22.0
2009;21.0
2010;18.0
2011;25.0
2012;18.0
2013;19.0
2014;16.0
2015;18.0
2016;23.0
2017;16.0
2018;17.0
2019;16.0
2020;16.0
2021;18.0
2022;16.0
2023;16.0
2024;20.0
2025;18.0
2026;17.0
2027;16.0
2028;16.0
2029;24.0
2030;16.0
2031;17.0
2032;17.0
2033;16.0
2034;20.0
2035;17.0
2036;19.0
2037;24.0
2038;19.0
2039;18.0
2040;18.0
2041;104.0
2042;21.0
2043;27.0
2044;20.0
2045;25.0
2046;27.0
2047;17.0
2048;16.0
2049;16.0
2050;16.0
2051;17.0
2052;16.0
2053;19.0
2054;16.0
2055;18.0
2056;16.0
2057;17.0
2058;16.0
2059;19.0
2060;20.0
2061;16.0
2062;16.0
2063;17.0
2064;16.0
2065;16.0
2066;21.0
2067;16.0
2068;16.0
2069;19.0
2070;16.0
2071;18.0
2072;19.0
2073;17.0
2074;18.0
2075;22.0
2076;16.0
2077;20.0
2078;17.0
2079;18.0
2080;17.0
2081;18.0
2082;18.0
2083;19.0
2084;16.0
2085;18.0
2086;16.0
2087;19.0
2088;16.0
2089;21.0
2090;19.0
2091;18.0
2092;33.0
2093;18.0
2094;18.0
2095;17.0
2096;27.0
2097;17.0
2098;20.0
2099;16.0
2100;19.0
2101;26.0
2102;22.0
2103;20.0
2104;16.0
2105;16.0
2106;21.0
2107;16.0
2108;16.0
2109;16.0
2110;19.0
2111;19.0
2112;19.0
2113;16.0
2114;19.0
2115;16.0
2116;16.0
2117;18.0
2118;20.0
2119;19.0
2120;18.0
2121;41.0
2122;16.0
2123;16.0
2124;16.0
2125;16.0
2126;16.0
2127;19.0
2128;18.0
2129;20.0
2130;18.0
2131;20.0
2132;19.0
2133;17.0
2134;17.0
2135;16.0
2136;21.0
2137;16.0
2138;16.0
2139;17.0
