;Steps
437;20.0
438;13.0
439;21.0
440;13.0
441;15.0
442;13.0
443;15.0
444;18.0
445;13.0
446;13.0
447;15.0
448;14.0
449;13.0
450;16.0
451;13.0
452;15.0
453;14.0
454;17.0
455;15.0
456;13.0
457;25.0
458;21.0
459;15.0
460;17.0
461;15.0
462;13.0
463;16.0
464;13.0
465;21.0
466;15.0
467;13.0
468;13.0
469;13.0
470;13.0
471;13.0
472;13.0
473;13.0
474;13.0
475;16.0
476;13.0
477;20.0
478;16.0
479;13.0
480;13.0
481;20.0
482;17.0
483;14.0
484;15.0
485;14.0
486;15.0
487;13.0
488;13.0
489;16.0
490;19.0
491;13.0
492;13.0
493;13.0
494;15.0
495;13.0
496;21.0
497;13.0
498;13.0
499;20.0
500;13.0
501;15.0
502;13.0
503;13.0
504;16.0
505;13.0
506;13.0
507;13.0
508;13.0
509;19.0
510;17.0
511;18.0
512;19.0
513;18.0
514;13.0
515;13.0
516;13.0
517;15.0
518;13.0
519;13.0
520;17.0
521;14.0
522;18.0
523;15.0
524;18.0
525;14.0
526;13.0
527;13.0
528;14.0
529;15.0
530;13.0
531;16.0
532;14.0
533;14.0
534;13.0
535;14.0
536;13.0
537;15.0
538;15.0
539;13.0
540;13.0
541;13.0
542;14.0
543;16.0
544;16.0
545;13.0
546;16.0
547;13.0
548;14.0
549;13.0
550;19.0
551;16.0
552;13.0
553;13.0
554;13.0
555;23.0
556;13.0
557;20.0
558;14.0
559;17.0
560;16.0
561;17.0
562;16.0
563;15.0
564;17.0
565;16.0
566;27.0
567;13.0
568;19.0
569;22.0
570;17.0
571;16.0
572;15.0
573;14.0
574;14.0
575;13.0
576;19.0
577;15.0
578;17.0
579;15.0
580;16.0
581;13.0
582;17.0
583;13.0
584;13.0
585;13.0
586;22.0
587;16.0
588;13.0
589;13.0
590;15.0
591;16.0
592;17.0
593;15.0
594;15.0
595;13.0
596;13.0
597;14.0
598;20.0
599;15.0
600;13.0
601;13.0
602;15.0
603;13.0
604;15.0
605;13.0
606;14.0
607;13.0
608;13.0
609;15.0
610;13.0
611;13.0
612;14.0
613;15.0
614;14.0
615;17.0
616;13.0
617;15.0
618;13.0
619;13.0
620;15.0
621;15.0
622;13.0
623;13.0
624;13.0
625;13.0
626;17.0
627;16.0
628;13.0
629;17.0
630;17.0
631;13.0
632;16.0
633;14.0
634;13.0
635;15.0
636;13.0
637;13.0
638;15.0
639;17.0
640;16.0
641;17.0
642;15.0
643;15.0
644;16.0
645;15.0
646;16.0
647;13.0
648;17.0
649;13.0
650;13.0
651;14.0
652;13.0
653;14.0
654;13.0
655;13.0
656;14.0
657;14.0
658;15.0
659;13.0
660;13.0
661;20.0
662;13.0
663;13.0
664;13.0
665;17.0
666;14.0
667;16.0
668;13.0
669;13.0
670;14.0
671;19.0
672;14.0
673;19.0
674;17.0
675;17.0
676;14.0
677;18.0
678;16.0
679;22.0
680;13.0
681;14.0
682;17.0
683;15.0
684;15.0
685;14.0
686;13.0
687;15.0
688;15.0
689;17.0
690;13.0
691;18.0
692;14.0
693;13.0
694;21.0
695;18.0
696;15.0
697;13.0
698;15.0
699;15.0
700;14.0
701;13.0
702;13.0
703;14.0
704;18.0
705;13.0
706;13.0
707;16.0
708;15.0
709;22.0
710;13.0
711;16.0
712;13.0
713;16.0
714;15.0
715;13.0
716;14.0
717;13.0
718;13.0
719;13.0
720;15.0
721;13.0
722;17.0
723;13.0
724;18.0
725;13.0
726;13.0
727;16.0
728;15.0
729;13.0
730;15.0
731;13.0
732;15.0
733;15.0
734;15.0
735;15.0
736;13.0
737;15.0
738;13.0
739;13.0
740;15.0
741;13.0
742;13.0
743;16.0
744;13.0
745;14.0
746;13.0
747;20.0
748;23.0
749;17.0
750;13.0
751;16.0
752;13.0
753;16.0
754;20.0
755;14.0
756;15.0
757;13.0
758;13.0
759;14.0
760;15.0
761;15.0
762;14.0
763;13.0
764;21.0
765;16.0
766;23.0
767;20.0
768;13.0
769;13.0
770;15.0
771;17.0
772;13.0
773;15.0
774;14.0
775;13.0
776;16.0
777;24.0
778;13.0
779;17.0
780;13.0
781;17.0
782;13.0
783;13.0
784;19.0
785;15.0
786;21.0
787;19.0
788;15.0
789;14.0
790;15.0
791;17.0
792;15.0
793;13.0
794;15.0
795;21.0
796;22.0
797;13.0
798;16.0
799;16.0
800;13.0
801;14.0
802;14.0
803;13.0
804;13.0
805;13.0
806;14.0
807;15.0
808;14.0
809;15.0
810;19.0
811;14.0
812;14.0
813;13.0
814;17.0
815;17.0
816;14.0
817;14.0
818;13.0
819;19.0
820;15.0
821;15.0
822;15.0
823;13.0
824;14.0
825;20.0
826;20.0
827;13.0
828;13.0
829;15.0
830;13.0
831;13.0
832;13.0
833;26.0
834;13.0
835;23.0
836;17.0
837;13.0
838;20.0
839;13.0
840;13.0
841;19.0
842;15.0
843;13.0
844;13.0
845;20.0
846;13.0
847;15.0
848;13.0
849;13.0
850;13.0
851;16.0
852;13.0
853;15.0
854;17.0
855;13.0
856;13.0
857;18.0
858;16.0
859;14.0
860;25.0
861;13.0
862;15.0
863;15.0
864;15.0
865;13.0
866;13.0
867;15.0
868;13.0
869;13.0
870;15.0
871;16.0
872;13.0
873;13.0
874;18.0
875;13.0
876;15.0
877;15.0
878;13.0
879;15.0
880;15.0
881;15.0
882;13.0
883;13.0
884;13.0
885;16.0
886;13.0
887;13.0
888;17.0
889;25.0
890;17.0
891;16.0
892;13.0
893;17.0
894;13.0
895;16.0
896;13.0
897;17.0
898;13.0
899;16.0
900;13.0
901;16.0
902;13.0
903;13.0
904;15.0
905;13.0
906;13.0
907;13.0
908;17.0
909;13.0
910;13.0
911;16.0
912;17.0
913;17.0
914;13.0
915;13.0
916;16.0
917;19.0
918;15.0
919;13.0
920;18.0
921;19.0
922;13.0
923;16.0
924;23.0
925;13.0
926;15.0
927;15.0
928;13.0
929;13.0
930;13.0
931;21.0
932;18.0
933;13.0
934;15.0
935;13.0
936;13.0
937;21.0
938;15.0
939;16.0
940;20.0
941;15.0
942;13.0
943;17.0
944;15.0
945;14.0
946;16.0
947;16.0
948;15.0
949;15.0
950;13.0
951;15.0
952;15.0
953;16.0
954;14.0
955;16.0
956;13.0
957;15.0
958;13.0
959;17.0
960;14.0
961;13.0
962;13.0
963;16.0
964;13.0
965;13.0
966;13.0
967;15.0
968;20.0
969;13.0
970;13.0
971;13.0
972;13.0
973;13.0
974;16.0
975;14.0
976;14.0
977;15.0
978;13.0
979;15.0
980;14.0
981;15.0
982;13.0
983;19.0
984;13.0
985;14.0
986;14.0
987;13.0
988;15.0
989;14.0
990;18.0
991;13.0
992;15.0
993;13.0
994;18.0
995;13.0
996;13.0
997;13.0
998;13.0
999;15.0
1000;15.0
1001;13.0
1002;28.0
1003;13.0
1004;13.0
1005;19.0
1006;13.0
1007;16.0
1008;17.0
1009;13.0
1010;15.0
1011;13.0
1012;13.0
1013;13.0
1014;15.0
1015;13.0
1016;16.0
1017;17.0
1018;15.0
1019;18.0
1020;13.0
1021;13.0
1022;13.0
1023;15.0
1024;13.0
1025;13.0
1026;13.0
1027;15.0
1028;13.0
1029;13.0
1030;13.0
1031;13.0
1032;26.0
1033;15.0
1034;16.0
1035;18.0
1036;14.0
1037;13.0
1038;19.0
1039;18.0
1040;13.0
1041;13.0
1042;13.0
1043;14.0
1044;13.0
1045;13.0
1046;16.0
1047;28.0
1048;19.0
1049;14.0
1050;13.0
1051;13.0
1052;14.0
1053;15.0
1054;16.0
1055;16.0
1056;16.0
1057;13.0
1058;15.0
1059;17.0
1060;18.0
1061;13.0
1062;17.0
1063;13.0
1064;14.0
1065;13.0
1066;14.0
1067;13.0
1068;13.0
1069;13.0
1070;15.0
1071;13.0
1072;16.0
1073;13.0
1074;13.0
1075;13.0
1076;15.0
1077;13.0
1078;16.0
1079;16.0
1080;17.0
1081;15.0
1082;13.0
1083;13.0
1084;13.0
1085;15.0
1086;13.0
1087;15.0
1088;15.0
1089;13.0
1090;17.0
1091;18.0
1092;18.0
1093;13.0
1094;13.0
1095;15.0
1096;16.0
1097;13.0
1098;13.0
1099;17.0
1100;17.0
1101;13.0
1102;13.0
1103;13.0
1104;13.0
1105;13.0
1106;15.0
1107;13.0
1108;17.0
1109;15.0
1110;13.0
1111;14.0
1112;13.0
1113;15.0
1114;13.0
1115;17.0
1116;23.0
1117;20.0
1118;20.0
1119;14.0
1120;13.0
1121;14.0
1122;15.0
1123;15.0
1124;13.0
1125;13.0
1126;13.0
1127;24.0
1128;22.0
1129;15.0
1130;20.0
1131;15.0
1132;22.0
1133;15.0
1134;13.0
1135;13.0
1136;13.0
1137;13.0
1138;13.0
1139;15.0
1140;15.0
1141;16.0
1142;15.0
1143;13.0
1144;16.0
1145;13.0
1146;19.0
1147;13.0
1148;15.0
1149;15.0
1150;17.0
1151;13.0
1152;13.0
1153;13.0
1154;27.0
1155;13.0
1156;13.0
1157;14.0
1158;21.0
1159;14.0
1160;15.0
1161;13.0
1162;15.0
1163;13.0
1164;15.0
1165;20.0
1166;21.0
1167;24.0
1168;15.0
1169;16.0
1170;13.0
1171;13.0
1172;17.0
1173;15.0
1174;13.0
1175;18.0
1176;16.0
1177;19.0
1178;13.0
1179;17.0
1180;13.0
1181;15.0
1182;14.0
1183;21.0
1184;15.0
1185;18.0
1186;13.0
1187;13.0
1188;17.0
1189;13.0
1190;13.0
1191;13.0
1192;13.0
1193;15.0
1194;15.0
1195;17.0
1196;15.0
1197;22.0
1198;17.0
1199;15.0
1200;14.0
1201;16.0
1202;13.0
1203;14.0
1204;13.0
1205;15.0
1206;13.0
1207;21.0
1208;20.0
1209;18.0
1210;13.0
1211;15.0
1212;15.0
1213;13.0
1214;14.0
1215;16.0
1216;16.0
1217;14.0
1218;15.0
1219;15.0
1220;13.0
1221;18.0
1222;14.0
1223;19.0
1224;16.0
1225;13.0
1226;13.0
1227;13.0
1228;13.0
1229;13.0
1230;13.0
1231;13.0
1232;16.0
1233;13.0
1234;15.0
1235;15.0
1236;13.0
1237;13.0
1238;13.0
1239;14.0
1240;18.0
1241;13.0
1242;14.0
1243;16.0
1244;17.0
1245;15.0
1246;14.0
1247;13.0
1248;13.0
1249;14.0
1250;14.0
1251;15.0
1252;15.0
1253;14.0
1254;15.0
1255;13.0
1256;15.0
1257;15.0
1258;17.0
1259;17.0
1260;21.0
1261;13.0
1262;13.0
1263;19.0
1264;16.0
1265;17.0
1266;13.0
1267;15.0
1268;17.0
1269;15.0
1270;13.0
1271;18.0
1272;16.0
1273;19.0
1274;13.0
1275;13.0
1276;14.0
1277;15.0
1278;13.0
1279;19.0
1280;14.0
1281;13.0
1282;15.0
1283;13.0
1284;13.0
1285;16.0
1286;14.0
1287;15.0
1288;14.0
1289;13.0
1290;15.0
1291;15.0
1292;13.0
1293;13.0
1294;15.0
1295;18.0
1296;17.0
1297;15.0
1298;14.0
1299;13.0
1300;13.0
1301;16.0
1302;13.0
1303;13.0
1304;15.0
1305;13.0
1306;17.0
1307;14.0
1308;14.0
1309;15.0
1310;13.0
1311;15.0
1312;15.0
1313;16.0
1314;18.0
1315;17.0
1316;13.0
1317;17.0
1318;16.0
1319;15.0
1320;15.0
1321;16.0
1322;13.0
1323;13.0
1324;17.0
1325;15.0
1326;13.0
1327;14.0
1328;15.0
1329;15.0
1330;13.0
1331;17.0
1332;14.0
1333;13.0
1334;13.0
1335;14.0
1336;13.0
1337;20.0
1338;13.0
1339;16.0
1340;18.0
1341;13.0
1342;15.0
1343;19.0
1344;19.0
1345;16.0
1346;13.0
1347;14.0
1348;17.0
1349;13.0
1350;13.0
1351;13.0
1352;17.0
1353;15.0
1354;13.0
1355;13.0
1356;15.0
1357;13.0
1358;13.0
1359;17.0
1360;15.0
1361;13.0
1362;16.0
1363;15.0
1364;21.0
1365;19.0
1366;13.0
1367;15.0
1368;17.0
1369;14.0
1370;22.0
1371;15.0
1372;24.0
1373;14.0
1374;14.0
1375;13.0
1376;13.0
1377;15.0
1378;13.0
1379;15.0
1380;13.0
1381;14.0
1382;13.0
1383;15.0
1384;14.0
1385;15.0
1386;13.0
1387;13.0
1388;15.0
1389;13.0
1390;13.0
1391;16.0
1392;14.0
1393;13.0
1394;13.0
1395;15.0
1396;15.0
1397;13.0
1398;13.0
1399;15.0
1400;14.0
1401;15.0
1402;17.0
1403;26.0
1404;18.0
1405;13.0
1406;15.0
1407;15.0
1408;13.0
1409;24.0
1410;13.0
1411;17.0
1412;15.0
1413;13.0
1414;15.0
1415;13.0
1416;13.0
1417;13.0
1418;15.0
1419;13.0
1420;13.0
1421;17.0
1422;14.0
1423;13.0
1424;23.0
1425;15.0
1426;13.0
1427;19.0
1428;13.0
1429;14.0
1430;13.0
1431;15.0
1432;13.0
1433;13.0
1434;13.0
1435;13.0
1436;15.0
1437;13.0
1438;13.0
1439;13.0
1440;15.0
1441;13.0
1442;16.0
1443;15.0
1444;18.0
1445;13.0
1446;14.0
1447;15.0
1448;13.0
1449;14.0
1450;15.0
1451;13.0
1452;15.0
1453;19.0
1454;22.0
1455;15.0
1456;16.0
1457;13.0
1458;14.0
1459;15.0
1460;16.0
1461;19.0
1462;14.0
1463;13.0
1464;19.0
1465;13.0
1466;13.0
1467;13.0
1468;15.0
1469;17.0
1470;13.0
1471;14.0
1472;13.0
1473;17.0
1474;13.0
1475;15.0
1476;13.0
1477;14.0
1478;13.0
1479;13.0
1480;15.0
1481;13.0
1482;15.0
1483;32.0
1484;13.0
1485;15.0
1486;15.0
1487;13.0
1488;13.0
1489;13.0
1490;13.0
1491;20.0
1492;13.0
1493;13.0
1494;13.0
1495;14.0
1496;14.0
1497;15.0
1498;13.0
1499;19.0
1500;13.0
1501;13.0
1502;13.0
1503;13.0
1504;13.0
1505;15.0
1506;13.0
1507;15.0
1508;16.0
1509;15.0
1510;13.0
1511;16.0
1512;13.0
1513;15.0
1514;19.0
1515;19.0
1516;20.0
1517;14.0
1518;13.0
1519;13.0
1520;15.0
1521;15.0
1522;15.0
1523;19.0
1524;13.0
1525;15.0
1526;15.0
1527;17.0
1528;15.0
1529;13.0
1530;16.0
1531;16.0
1532;13.0
1533;18.0
1534;21.0
1535;18.0
1536;15.0
1537;13.0
1538;13.0
1539;15.0
1540;14.0
1541;14.0
1542;20.0
1543;20.0
1544;16.0
1545;16.0
1546;15.0
1547;13.0
1548;13.0
1549;20.0
1550;13.0
1551;24.0
1552;13.0
1553;14.0
1554;16.0
1555;15.0
1556;14.0
1557;15.0
1558;13.0
1559;13.0
1560;13.0
1561;17.0
1562;19.0
1563;15.0
1564;16.0
1565;15.0
1566;13.0
1567;16.0
1568;13.0
1569;15.0
1570;15.0
1571;14.0
1572;15.0
1573;13.0
1574;14.0
1575;17.0
1576;13.0
1577;13.0
1578;15.0
1579;13.0
1580;21.0
1581;17.0
1582;15.0
1583;14.0
1584;26.0
1585;15.0
1586;15.0
1587;13.0
1588;17.0
1589;13.0
1590;13.0
1591;13.0
1592;15.0
1593;15.0
1594;13.0
1595;13.0
1596;17.0
1597;15.0
1598;17.0
1599;13.0
1600;13.0
1601;28.0
1602;13.0
1603;21.0
1604;13.0
1605;16.0
1606;15.0
1607;15.0
1608;13.0
1609;13.0
1610;13.0
1611;13.0
1612;15.0
1613;14.0
1614;15.0
1615;17.0
1616;13.0
1617;20.0
1618;13.0
1619;15.0
1620;13.0
1621;15.0
1622;14.0
1623;13.0
1624;13.0
1625;13.0
1626;17.0
1627;13.0
1628;21.0
1629;14.0
1630;27.0
1631;13.0
1632;13.0
1633;14.0
1634;14.0
1635;16.0
1636;17.0
1637;14.0
1638;14.0
1639;20.0
1640;15.0
1641;15.0
1642;13.0
1643;15.0
1644;15.0
1645;13.0
1646;14.0
1647;13.0
1648;19.0
1649;13.0
1650;17.0
1651;17.0
1652;17.0
1653;14.0
1654;15.0
1655;15.0
1656;23.0
1657;13.0
1658;13.0
1659;18.0
1660;24.0
1661;13.0
1662;18.0
1663;13.0
1664;27.0
1665;13.0
1666;13.0
1667;13.0
1668;15.0
1669;13.0
1670;13.0
1671;14.0
1672;13.0
1673;14.0
1674;13.0
1675;22.0
1676;20.0
1677;20.0
1678;16.0
1679;13.0
1680;18.0
1681;18.0
1682;17.0
1683;13.0
1684;16.0
1685;13.0
1686;15.0
1687;19.0
1688;15.0
1689;15.0
1690;13.0
1691;13.0
1692;13.0
1693;13.0
1694;19.0
1695;20.0
1696;13.0
1697;18.0
1698;16.0
1699;18.0
1700;13.0
1701;13.0
1702;15.0
1703;13.0
1704;13.0
1705;15.0
1706;14.0
1707;13.0
1708;13.0
1709;15.0
1710;19.0
1711;16.0
1712;16.0
1713;25.0
1714;22.0
1715;13.0
1716;14.0
1717;15.0
1718;19.0
1719;14.0
1720;14.0
1721;21.0
1722;15.0
1723;15.0
1724;14.0
1725;15.0
1726;21.0
1727;15.0
1728;14.0
1729;15.0
1730;15.0
1731;15.0
1732;13.0
1733;13.0
1734;13.0
1735;20.0
1736;13.0
1737;18.0
1738;13.0
1739;13.0
1740;16.0
1741;13.0
1742;15.0
1743;20.0
1744;18.0
1745;14.0
1746;16.0
1747;13.0
1748;14.0
1749;13.0
1750;13.0
1751;14.0
1752;27.0
1753;13.0
1754;13.0
1755;13.0
1756;16.0
1757;17.0
1758;13.0
1759;14.0
1760;16.0
1761;16.0
1762;15.0
1763;13.0
1764;14.0
1765;15.0
1766;15.0
1767;15.0
1768;18.0
1769;16.0
1770;13.0
1771;13.0
1772;15.0
1773;13.0
1774;15.0
1775;13.0
1776;15.0
1777;16.0
1778;15.0
1779;13.0
1780;13.0
1781;13.0
1782;13.0
1783;13.0
1784;14.0
1785;17.0
1786;14.0
1787;18.0
1788;13.0
1789;13.0
1790;20.0
1791;13.0
1792;14.0
1793;13.0
1794;14.0
1795;15.0
1796;15.0
1797;13.0
1798;15.0
1799;15.0
1800;19.0
1801;14.0
1802;15.0
1803;15.0
1804;13.0
1805;13.0
1806;14.0
1807;15.0
1808;13.0
1809;16.0
1810;21.0
1811;17.0
1812;17.0
1813;13.0
1814;13.0
1815;15.0
1816;17.0
1817;15.0
1818;14.0
1819;17.0
1820;14.0
1821;13.0
1822;13.0
1823;13.0
1824;14.0
1825;15.0
1826;18.0
1827;18.0
1828;13.0
1829;13.0
1830;15.0
1831;19.0
1832;13.0
1833;15.0
1834;19.0
1835;13.0
1836;16.0
1837;15.0
1838;14.0
1839;13.0
1840;17.0
1841;13.0
1842;19.0
1843;15.0
1844;13.0
1845;19.0
1846;17.0
1847;14.0
1848;13.0
1849;13.0
1850;19.0
1851;16.0
1852;15.0
1853;21.0
1854;14.0
1855;17.0
1856;16.0
1857;18.0
1858;21.0
1859;17.0
1860;19.0
1861;25.0
1862;13.0
1863;14.0
1864;15.0
1865;18.0
1866;22.0
1867;15.0
1868;14.0
1869;18.0
1870;13.0
1871;15.0
1872;13.0
1873;15.0
1874;17.0
1875;14.0
1876;17.0
1877;15.0
1878;13.0
1879;15.0
1880;14.0
1881;21.0
1882;16.0
1883;13.0
1884;16.0
1885;13.0
1886;13.0
1887;13.0
1888;13.0
1889;21.0
1890;13.0
1891;14.0
1892;13.0
1893;14.0
1894;15.0
1895;13.0
1896;13.0
1897;15.0
1898;19.0
1899;16.0
1900;13.0
1901;14.0
1902;13.0
1903;14.0
1904;19.0
1905;15.0
1906;17.0
1907;15.0
1908;15.0
1909;22.0
1910;14.0
1911;13.0
1912;17.0
1913;14.0
1914;13.0
1915;15.0
1916;13.0
1917;13.0
1918;15.0
1919;14.0
1920;14.0
1921;17.0
1922;20.0
1923;18.0
1924;18.0
1925;13.0
1926;13.0
1927;13.0
1928;13.0
1929;13.0
1930;13.0
1931;13.0
1932;14.0
1933;17.0
1934;21.0
1935;17.0
1936;16.0
1937;13.0
1938;14.0
1939;16.0
1940;19.0
1941;13.0
1942;17.0
1943;31.0
1944;14.0
1945;15.0
1946;18.0
1947;19.0
1948;14.0
1949;15.0
1950;13.0
1951;17.0
1952;13.0
1953;14.0
1954;15.0
1955;15.0
1956;13.0
1957;13.0
1958;13.0
1959;13.0
1960;16.0
1961;15.0
1962;20.0
1963;13.0
1964;16.0
1965;13.0
1966;13.0
1967;13.0
1968;15.0
1969;14.0
1970;14.0
1971;13.0
1972;15.0
1973;26.0
1974;15.0
1975;13.0
1976;15.0
1977;13.0
1978;15.0
1979;17.0
1980;19.0
1981;13.0
1982;13.0
1983;17.0
1984;16.0
1985;13.0
1986;14.0
1987;13.0
1988;16.0
1989;13.0
1990;20.0
1991;15.0
1992;14.0
1993;13.0
1994;21.0
1995;20.0
1996;16.0
1997;14.0
1998;16.0
1999;18.0
2000;14.0
2001;18.0
2002;13.0
2003;15.0
2004;16.0
2005;13.0
2006;13.0
2007;14.0
2008;13.0
2009;15.0
2010;16.0
2011;15.0
2012;17.0
2013;15.0
2014;22.0
2015;15.0
2016;14.0
2017;13.0
2018;13.0
2019;13.0
2020;15.0
2021;14.0
2022;13.0
2023;13.0
2024;13.0
2025;15.0
2026;15.0
2027;19.0
2028;23.0
2029;14.0
2030;23.0
2031;13.0
2032;13.0
2033;15.0
2034;15.0
2035;13.0
2036;15.0
2037;13.0
2038;13.0
2039;17.0
2040;15.0
2041;13.0
2042;14.0
2043;15.0
2044;19.0
2045;13.0
2046;15.0
2047;15.0
2048;14.0
2049;17.0
2050;13.0
2051;13.0
2052;15.0
2053;16.0
2054;15.0
2055;13.0
2056;13.0
2057;15.0
2058;14.0
2059;22.0
2060;13.0
2061;13.0
2062;17.0
2063;14.0
2064;13.0
2065;13.0
2066;15.0
2067;13.0
2068;16.0
2069;13.0
2070;15.0
2071;13.0
2072;14.0
2073;13.0
2074;15.0
2075;15.0
2076;15.0
2077;16.0
2078;13.0
2079;15.0
2080;14.0
2081;13.0
2082;15.0
2083;17.0
2084;15.0
2085;15.0
2086;13.0
2087;17.0
2088;13.0
2089;15.0
2090;17.0
2091;18.0
2092;14.0
2093;15.0
2094;13.0
2095;21.0
2096;13.0
2097;15.0
2098;15.0
2099;14.0
2100;13.0
2101;15.0
2102;23.0
2103;13.0
2104;15.0
2105;14.0
2106;19.0
2107;15.0
2108;26.0
2109;17.0
2110;16.0
2111;13.0
2112;13.0
2113;15.0
2114;13.0
2115;15.0
2116;13.0
2117;15.0
2118;15.0
2119;16.0
2120;15.0
2121;15.0
2122;13.0
2123;13.0
2124;14.0
2125;15.0
2126;17.0
2127;17.0
2128;18.0
2129;14.0
2130;18.0
2131;18.0
2132;14.0
2133;13.0
2134;15.0
2135;17.0
2136;16.0
2137;19.0
2138;13.0
2139;16.0
2140;13.0
