;Steps
358;16.0
359;19.0
360;15.0
361;17.0
362;15.0
363;22.0
364;25.0
365;19.0
366;25.0
367;16.0
368;22.0
369;19.0
370;27.0
371;20.0
372;18.0
373;16.0
374;15.0
375;18.0
376;24.0
377;48.0
378;18.0
379;18.0
380;21.0
381;16.0
382;16.0
383;31.0
384;20.0
385;22.0
386;18.0
387;17.0
388;22.0
389;26.0
390;22.0
391;17.0
392;26.0
393;24.0
394;19.0
395;15.0
396;17.0
397;16.0
398;28.0
399;18.0
400;26.0
401;21.0
402;25.0
403;19.0
404;18.0
405;19.0
406;18.0
407;21.0
408;16.0
409;25.0
410;21.0
411;21.0
412;15.0
413;17.0
414;16.0
415;22.0
416;28.0
417;16.0
418;20.0
419;26.0
420;18.0
421;24.0
422;15.0
423;18.0
424;22.0
425;19.0
426;17.0
427;19.0
428;16.0
429;26.0
430;16.0
431;20.0
432;20.0
433;24.0
434;19.0
435;21.0
436;17.0
437;17.0
438;20.0
439;22.0
440;18.0
441;15.0
442;18.0
443;18.0
444;19.0
445;22.0
446;21.0
447;19.0
448;16.0
449;21.0
450;22.0
451;33.0
452;17.0
453;21.0
454;20.0
455;20.0
456;30.0
457;17.0
458;19.0
459;16.0
460;21.0
461;17.0
462;17.0
463;15.0
464;22.0
465;20.0
466;23.0
467;25.0
468;17.0
469;16.0
470;23.0
471;16.0
472;15.0
473;21.0
474;24.0
475;26.0
476;18.0
477;25.0
478;16.0
479;15.0
480;18.0
481;22.0
482;28.0
483;30.0
484;16.0
485;19.0
486;22.0
487;18.0
488;15.0
489;21.0
490;17.0
491;17.0
492;23.0
493;21.0
494;26.0
495;30.0
496;22.0
497;24.0
498;25.0
499;17.0
500;23.0
501;27.0
502;20.0
503;19.0
504;25.0
505;23.0
506;26.0
507;20.0
508;17.0
509;21.0
510;24.0
511;16.0
512;26.0
513;20.0
514;18.0
515;15.0
516;18.0
517;17.0
518;17.0
519;29.0
520;18.0
521;31.0
522;22.0
523;15.0
524;17.0
525;20.0
526;21.0
527;25.0
528;16.0
529;15.0
530;20.0
531;22.0
532;24.0
533;22.0
534;17.0
535;24.0
536;16.0
537;20.0
538;24.0
539;19.0
540;29.0
541;17.0
542;18.0
543;18.0
544;19.0
545;23.0
546;23.0
547;27.0
548;24.0
549;19.0
550;26.0
551;23.0
552;15.0
553;20.0
554;21.0
555;16.0
556;17.0
557;19.0
558;17.0
559;17.0
560;20.0
561;18.0
562;18.0
563;20.0
564;22.0
565;26.0
566;18.0
567;15.0
568;22.0
569;23.0
570;15.0
571;16.0
572;21.0
573;17.0
574;18.0
575;19.0
576;15.0
577;18.0
578;21.0
579;22.0
580;23.0
581;28.0
582;16.0
583;24.0
584;18.0
585;15.0
586;15.0
587;19.0
588;16.0
589;29.0
590;17.0
591;19.0
592;19.0
593;17.0
594;16.0
595;25.0
596;18.0
597;22.0
598;21.0
599;30.0
600;23.0
601;18.0
602;20.0
603;18.0
604;18.0
605;20.0
606;20.0
607;17.0
608;24.0
609;15.0
610;17.0
611;18.0
612;24.0
613;27.0
614;22.0
615;17.0
616;18.0
617;17.0
618;19.0
619;15.0
620;17.0
621;27.0
622;28.0
623;15.0
624;22.0
625;15.0
626;22.0
627;19.0
628;17.0
629;24.0
630;15.0
631;22.0
632;20.0
633;23.0
634;20.0
635;17.0
636;21.0
637;29.0
638;20.0
639;30.0
640;15.0
641;17.0
642;16.0
643;21.0
644;19.0
645;18.0
646;37.0
647;22.0
648;18.0
649;27.0
650;15.0
651;17.0
652;21.0
653;15.0
654;19.0
655;15.0
656;21.0
657;23.0
658;20.0
659;17.0
660;26.0
661;19.0
662;16.0
663;16.0
664;15.0
665;20.0
666;16.0
667;15.0
668;19.0
669;20.0
670;15.0
671;19.0
672;25.0
673;23.0
674;22.0
675;16.0
676;18.0
677;17.0
678;21.0
679;16.0
680;24.0
681;20.0
682;17.0
683;19.0
684;20.0
685;15.0
686;20.0
687;18.0
688;16.0
689;27.0
690;28.0
691;19.0
692;16.0
693;15.0
694;18.0
695;21.0
696;18.0
697;24.0
698;18.0
699;18.0
700;21.0
701;37.0
702;19.0
703;25.0
704;17.0
705;17.0
706;19.0
707;28.0
708;19.0
709;17.0
710;19.0
711;21.0
712;18.0
713;23.0
714;18.0
715;18.0
716;19.0
717;21.0
718;19.0
719;17.0
720;15.0
721;16.0
722;25.0
723;32.0
724;15.0
725;25.0
726;18.0
727;17.0
728;19.0
729;24.0
730;19.0
731;22.0
732;17.0
733;21.0
734;15.0
735;28.0
736;27.0
737;22.0
738;21.0
739;18.0
740;25.0
741;15.0
742;25.0
743;20.0
744;32.0
745;17.0
746;17.0
747;17.0
748;34.0
749;18.0
750;17.0
751;17.0
752;21.0
753;21.0
754;23.0
755;19.0
756;22.0
757;24.0
758;15.0
759;23.0
760;21.0
761;17.0
762;27.0
763;24.0
764;27.0
765;18.0
766;25.0
767;24.0
768;17.0
769;21.0
770;17.0
771;21.0
772;16.0
773;18.0
774;18.0
775;17.0
776;28.0
777;18.0
778;32.0
779;46.0
780;21.0
781;15.0
782;22.0
783;15.0
784;15.0
785;21.0
786;18.0
787;18.0
788;20.0
789;17.0
790;17.0
791;19.0
792;18.0
793;20.0
794;19.0
795;21.0
796;23.0
797;24.0
798;19.0
799;15.0
800;18.0
801;24.0
802;18.0
803;16.0
804;34.0
805;27.0
806;21.0
807;15.0
808;35.0
809;21.0
810;24.0
811;19.0
812;20.0
813;22.0
814;22.0
815;25.0
816;18.0
817;16.0
818;27.0
819;16.0
820;16.0
821;24.0
822;16.0
823;27.0
824;16.0
825;16.0
826;24.0
827;17.0
828;19.0
829;16.0
830;21.0
831;21.0
832;21.0
833;27.0
834;23.0
835;27.0
836;22.0
837;20.0
838;21.0
839;17.0
840;17.0
841;19.0
842;20.0
843;27.0
844;18.0
845;15.0
846;19.0
847;17.0
848;15.0
849;16.0
850;20.0
851;23.0
852;18.0
853;19.0
854;19.0
855;18.0
856;23.0
857;18.0
858;29.0
859;29.0
860;24.0
861;16.0
862;18.0
863;25.0
864;19.0
865;18.0
866;17.0
867;25.0
868;17.0
869;24.0
870;17.0
871;16.0
872;20.0
873;17.0
874;23.0
875;21.0
876;20.0
877;16.0
878;19.0
879;24.0
880;15.0
881;18.0
882;20.0
883;21.0
884;17.0
885;16.0
886;17.0
887;18.0
888;20.0
889;21.0
890;22.0
891;33.0
892;17.0
893;21.0
894;16.0
895;32.0
896;23.0
897;23.0
898;16.0
899;20.0
900;26.0
901;16.0
902;19.0
903;15.0
904;21.0
905;22.0
906;18.0
907;18.0
908;19.0
909;19.0
910;28.0
911;25.0
912;37.0
913;25.0
914;19.0
915;24.0
916;22.0
917;22.0
918;28.0
919;16.0
920;20.0
921;26.0
922;20.0
923;18.0
924;18.0
925;18.0
926;15.0
927;17.0
928;16.0
929;23.0
930;18.0
931;19.0
932;16.0
933;23.0
934;17.0
935;22.0
936;15.0
937;22.0
938;20.0
939;17.0
940;23.0
941;23.0
942;24.0
943;18.0
944;18.0
945;25.0
946;15.0
947;16.0
948;21.0
949;24.0
950;25.0
951;17.0
952;20.0
953;23.0
954;19.0
955;28.0
956;21.0
957;18.0
958;18.0
959;20.0
960;21.0
961;21.0
962;18.0
963;18.0
964;24.0
965;19.0
966;19.0
967;28.0
968;16.0
969;21.0
970;19.0
971;16.0
972;22.0
973;16.0
974;15.0
975;27.0
976;17.0
977;21.0
978;15.0
979;17.0
980;25.0
981;20.0
982;30.0
983;20.0
984;21.0
985;22.0
986;25.0
987;16.0
988;20.0
989;22.0
990;15.0
991;24.0
992;17.0
993;22.0
994;24.0
995;18.0
996;17.0
997;15.0
998;26.0
999;18.0
1000;23.0
1001;23.0
1002;32.0
1003;19.0
1004;20.0
1005;23.0
1006;17.0
1007;24.0
1008;22.0
1009;20.0
1010;16.0
1011;21.0
1012;20.0
1013;15.0
1014;16.0
1015;35.0
1016;18.0
1017;25.0
1018;17.0
1019;16.0
1020;18.0
1021;23.0
1022;22.0
1023;15.0
1024;17.0
1025;19.0
1026;16.0
1027;21.0
1028;16.0
1029;21.0
1030;21.0
1031;15.0
1032;22.0
1033;16.0
1034;20.0
1035;24.0
1036;22.0
1037;17.0
1038;17.0
1039;16.0
1040;16.0
1041;16.0
1042;17.0
1043;16.0
1044;15.0
1045;20.0
1046;24.0
1047;22.0
1048;19.0
1049;20.0
1050;23.0
1051;20.0
1052;21.0
1053;20.0
1054;17.0
1055;15.0
1056;15.0
1057;33.0
1058;18.0
1059;24.0
1060;19.0
1061;23.0
1062;26.0
1063;19.0
1064;19.0
1065;16.0
1066;16.0
1067;22.0
1068;20.0
1069;15.0
1070;18.0
1071;19.0
1072;19.0
1073;20.0
1074;19.0
1075;18.0
1076;18.0
1077;18.0
1078;15.0
1079;19.0
1080;17.0
1081;18.0
1082;24.0
1083;26.0
1084;30.0
1085;25.0
1086;22.0
1087;15.0
1088;16.0
1089;25.0
1090;16.0
1091;18.0
1092;20.0
1093;15.0
1094;23.0
1095;22.0
1096;18.0
1097;17.0
1098;18.0
1099;29.0
1100;19.0
1101;19.0
1102;19.0
1103;15.0
1104;20.0
1105;17.0
1106;22.0
1107;17.0
1108;28.0
1109;18.0
1110;23.0
1111;17.0
1112;25.0
1113;22.0
1114;16.0
1115;19.0
1116;19.0
1117;18.0
1118;22.0
1119;18.0
1120;23.0
1121;15.0
1122;29.0
1123;20.0
1124;17.0
1125;20.0
1126;30.0
1127;23.0
1128;20.0
1129;18.0
1130;15.0
1131;16.0
1132;15.0
1133;25.0
1134;19.0
1135;17.0
1136;17.0
1137;23.0
1138;22.0
1139;20.0
1140;18.0
1141;17.0
1142;21.0
1143;16.0
1144;24.0
1145;95.0
1146;20.0
1147;24.0
1148;15.0
1149;25.0
1150;20.0
1151;20.0
1152;15.0
1153;18.0
1154;26.0
1155;16.0
1156;25.0
1157;18.0
1158;26.0
1159;16.0
1160;22.0
1161;30.0
1162;41.0
1163;16.0
1164;18.0
1165;18.0
1166;17.0
1167;24.0
1168;19.0
1169;21.0
1170;16.0
1171;20.0
1172;17.0
1173;18.0
1174;21.0
1175;20.0
1176;77.0
1177;20.0
1178;31.0
1179;16.0
1180;21.0
1181;33.0
1182;17.0
1183;28.0
1184;34.0
1185;21.0
1186;19.0
1187;23.0
1188;17.0
1189;17.0
1190;15.0
1191;21.0
1192;19.0
1193;28.0
1194;31.0
1195;20.0
1196;16.0
1197;23.0
1198;21.0
1199;22.0
1200;22.0
1201;21.0
1202;16.0
1203;21.0
1204;18.0
1205;16.0
1206;17.0
1207;15.0
1208;19.0
1209;15.0
1210;16.0
1211;17.0
1212;18.0
1213;23.0
1214;26.0
1215;25.0
1216;20.0
1217;21.0
1218;22.0
1219;30.0
1220;15.0
1221;21.0
1222;27.0
1223;23.0
1224;18.0
1225;16.0
1226;16.0
1227;22.0
1228;19.0
1229;16.0
1230;29.0
1231;16.0
1232;17.0
1233;15.0
1234;20.0
1235;20.0
1236;19.0
1237;17.0
1238;15.0
1239;18.0
1240;18.0
1241;17.0
1242;19.0
1243;19.0
1244;22.0
1245;15.0
1246;18.0
1247;29.0
1248;21.0
1249;15.0
1250;19.0
1251;19.0
1252;18.0
1253;21.0
1254;15.0
1255;16.0
1256;31.0
1257;19.0
1258;16.0
1259;28.0
1260;24.0
1261;17.0
1262;24.0
1263;15.0
1264;17.0
1265;15.0
1266;32.0
1267;18.0
1268;15.0
1269;25.0
1270;20.0
1271;21.0
1272;20.0
1273;28.0
1274;17.0
1275;22.0
1276;17.0
1277;16.0
1278;17.0
1279;19.0
1280;20.0
1281;20.0
1282;16.0
1283;15.0
1284;31.0
1285;21.0
1286;53.0
1287;22.0
1288;18.0
1289;15.0
1290;16.0
1291;17.0
1292;28.0
1293;22.0
1294;17.0
1295;22.0
1296;18.0
1297;17.0
1298;16.0
1299;17.0
1300;20.0
1301;22.0
1302;23.0
1303;42.0
1304;18.0
1305;17.0
1306;23.0
1307;18.0
1308;17.0
1309;20.0
1310;21.0
1311;21.0
1312;20.0
1313;15.0
1314;16.0
1315;30.0
1316;16.0
1317;27.0
1318;17.0
1319;17.0
1320;21.0
1321;36.0
1322;17.0
1323;18.0
1324;33.0
1325;19.0
1326;17.0
1327;23.0
1328;16.0
1329;17.0
1330;55.0
1331;15.0
1332;27.0
1333;19.0
1334;15.0
1335;18.0
1336;21.0
1337;18.0
1338;18.0
1339;15.0
1340;32.0
1341;25.0
1342;17.0
1343;18.0
1344;16.0
1345;53.0
1346;25.0
1347;18.0
1348;17.0
1349;16.0
1350;15.0
1351;15.0
1352;19.0
1353;18.0
1354;16.0
1355;16.0
1356;15.0
1357;17.0
1358;32.0
1359;24.0
1360;23.0
1361;19.0
1362;26.0
1363;16.0
1364;15.0
1365;37.0
1366;29.0
1367;46.0
1368;18.0
1369;20.0
1370;18.0
1371;17.0
1372;15.0
1373;22.0
1374;21.0
1375;19.0
1376;18.0
1377;19.0
1378;21.0
1379;17.0
1380;17.0
1381;22.0
1382;17.0
1383;18.0
1384;17.0
1385;16.0
1386;36.0
1387;38.0
1388;18.0
1389;18.0
1390;29.0
1391;18.0
1392;17.0
1393;17.0
1394;20.0
1395;18.0
1396;19.0
1397;15.0
1398;21.0
1399;30.0
1400;24.0
1401;24.0
1402;18.0
1403;27.0
1404;18.0
1405;17.0
1406;25.0
1407;15.0
1408;16.0
1409;24.0
1410;23.0
1411;19.0
1412;25.0
1413;23.0
1414;17.0
1415;17.0
1416;18.0
1417;20.0
1418;20.0
1419;23.0
1420;23.0
1421;22.0
1422;16.0
1423;22.0
1424;29.0
1425;22.0
1426;17.0
1427;19.0
1428;21.0
1429;16.0
1430;26.0
1431;26.0
1432;15.0
1433;17.0
1434;19.0
1435;19.0
1436;18.0
1437;17.0
1438;32.0
1439;20.0
1440;21.0
1441;22.0
1442;19.0
1443;17.0
1444;19.0
1445;17.0
1446;23.0
1447;16.0
1448;22.0
1449;27.0
1450;15.0
1451;25.0
1452;19.0
1453;44.0
1454;33.0
1455;39.0
1456;23.0
1457;15.0
1458;23.0
1459;17.0
1460;17.0
1461;15.0
1462;18.0
1463;20.0
1464;21.0
1465;25.0
1466;16.0
1467;16.0
1468;28.0
1469;19.0
1470;17.0
1471;19.0
1472;19.0
1473;28.0
1474;18.0
1475;15.0
1476;26.0
1477;24.0
1478;19.0
1479;26.0
1480;16.0
1481;19.0
1482;19.0
1483;15.0
1484;17.0
1485;15.0
1486;23.0
1487;47.0
1488;15.0
1489;20.0
1490;15.0
1491;166.0
1492;20.0
1493;36.0
1494;24.0
1495;26.0
1496;17.0
1497;27.0
1498;19.0
1499;18.0
1500;20.0
1501;28.0
1502;20.0
1503;16.0
1504;20.0
1505;24.0
1506;21.0
1507;16.0
1508;21.0
1509;16.0
1510;15.0
1511;22.0
1512;20.0
1513;15.0
1514;26.0
1515;16.0
1516;16.0
1517;25.0
1518;24.0
1519;16.0
1520;24.0
1521;31.0
1522;24.0
1523;16.0
1524;18.0
1525;24.0
1526;19.0
1527;17.0
1528;31.0
1529;18.0
1530;17.0
1531;17.0
1532;17.0
1533;15.0
1534;25.0
1535;16.0
1536;17.0
1537;23.0
1538;22.0
1539;19.0
1540;18.0
1541;19.0
1542;26.0
1543;18.0
1544;23.0
1545;19.0
1546;26.0
1547;18.0
1548;18.0
1549;15.0
1550;22.0
1551;17.0
1552;19.0
1553;18.0
1554;18.0
1555;17.0
1556;19.0
1557;18.0
1558;18.0
1559;17.0
1560;18.0
1561;24.0
1562;20.0
1563;18.0
1564;20.0
1565;21.0
1566;19.0
1567;18.0
1568;23.0
1569;17.0
1570;21.0
1571;29.0
1572;19.0
1573;24.0
1574;18.0
1575;16.0
1576;29.0
1577;21.0
1578;17.0
1579;28.0
1580;20.0
1581;18.0
1582;20.0
1583;21.0
1584;24.0
1585;18.0
1586;23.0
1587;17.0
1588;18.0
1589;17.0
1590;21.0
1591;25.0
1592;22.0
1593;19.0
1594;18.0
1595;18.0
1596;18.0
1597;21.0
1598;21.0
1599;18.0
1600;28.0
1601;21.0
1602;25.0
1603;19.0
1604;16.0
1605;22.0
1606;16.0
1607;15.0
1608;22.0
1609;17.0
1610;22.0
1611;19.0
1612;24.0
1613;23.0
1614;17.0
1615;15.0
1616;20.0
1617;18.0
1618;15.0
1619;15.0
1620;37.0
1621;18.0
1622;17.0
1623;23.0
1624;21.0
1625;17.0
1626;15.0
1627;28.0
1628;21.0
1629;32.0
1630;16.0
1631;26.0
1632;27.0
1633;22.0
1634;22.0
1635;15.0
1636;15.0
1637;17.0
1638;22.0
1639;25.0
1640;19.0
1641;21.0
1642;17.0
1643;16.0
1644;21.0
1645;15.0
1646;15.0
1647;16.0
1648;18.0
1649;25.0
1650;17.0
1651;22.0
1652;18.0
1653;17.0
1654;17.0
1655;16.0
1656;24.0
1657;26.0
1658;17.0
1659;16.0
1660;29.0
1661;21.0
1662;33.0
1663;28.0
1664;19.0
1665;21.0
1666;18.0
1667;15.0
1668;19.0
1669;17.0
1670;18.0
1671;22.0
1672;23.0
1673;23.0
1674;21.0
1675;16.0
1676;17.0
1677;18.0
1678;21.0
1679;19.0
1680;20.0
1681;21.0
1682;16.0
1683;22.0
1684;19.0
1685;22.0
1686;17.0
1687;16.0
1688;26.0
1689;17.0
1690;16.0
1691;18.0
1692;28.0
1693;24.0
1694;15.0
1695;17.0
1696;15.0
1697;25.0
1698;15.0
1699;16.0
1700;15.0
1701;32.0
1702;15.0
1703;18.0
1704;20.0
1705;17.0
1706;19.0
1707;22.0
1708;17.0
1709;24.0
1710;19.0
1711;17.0
1712;22.0
1713;24.0
1714;21.0
1715;18.0
1716;19.0
1717;15.0
1718;20.0
1719;20.0
1720;15.0
1721;21.0
1722;16.0
1723;19.0
1724;19.0
1725;24.0
1726;18.0
1727;15.0
1728;18.0
1729;19.0
1730;17.0
1731;22.0
1732;27.0
1733;19.0
1734;15.0
1735;19.0
1736;16.0
1737;18.0
1738;15.0
1739;19.0
1740;25.0
1741;20.0
1742;18.0
1743;16.0
1744;27.0
1745;25.0
1746;26.0
1747;20.0
1748;26.0
1749;17.0
1750;20.0
1751;18.0
1752;22.0
1753;20.0
1754;27.0
1755;21.0
1756;19.0
1757;30.0
1758;20.0
1759;21.0
1760;18.0
1761;20.0
1762;17.0
1763;15.0
1764;18.0
1765;25.0
1766;18.0
1767;16.0
1768;16.0
1769;15.0
1770;15.0
1771;19.0
1772;18.0
1773;21.0
1774;19.0
1775;18.0
1776;20.0
1777;16.0
1778;15.0
1779;22.0
1780;22.0
1781;15.0
1782;15.0
1783;19.0
1784;20.0
1785;18.0
1786;20.0
1787;20.0
1788;19.0
1789;24.0
1790;23.0
1791;19.0
1792;23.0
1793;44.0
1794;17.0
1795;17.0
1796;30.0
1797;24.0
1798;22.0
1799;16.0
1800;35.0
1801;16.0
1802;20.0
1803;16.0
1804;19.0
1805;21.0
1806;19.0
1807;18.0
1808;16.0
1809;21.0
1810;16.0
1811;26.0
1812;25.0
1813;33.0
1814;20.0
1815;18.0
1816;17.0
1817;16.0
1818;17.0
1819;19.0
1820;18.0
1821;20.0
1822;26.0
1823;27.0
1824;37.0
1825;40.0
1826;23.0
1827;17.0
1828;17.0
1829;30.0
1830;22.0
1831;32.0
1832;17.0
1833;15.0
1834;19.0
1835;25.0
1836;19.0
1837;27.0
1838;17.0
1839;18.0
1840;18.0
1841;16.0
1842;20.0
1843;15.0
1844;17.0
1845;18.0
1846;17.0
1847;22.0
1848;16.0
1849;19.0
1850;20.0
1851;15.0
1852;18.0
1853;23.0
1854;21.0
1855;19.0
1856;34.0
1857;17.0
1858;16.0
1859;21.0
1860;20.0
1861;16.0
1862;28.0
1863;16.0
1864;30.0
1865;18.0
1866;19.0
1867;18.0
1868;17.0
1869;22.0
1870;15.0
1871;23.0
1872;23.0
1873;15.0
1874;29.0
1875;21.0
1876;24.0
1877;17.0
1878;18.0
1879;18.0
1880;21.0
1881;27.0
1882;28.0
1883;22.0
1884;18.0
1885;16.0
1886;23.0
1887;19.0
1888;18.0
1889;20.0
1890;17.0
1891;19.0
1892;20.0
1893;15.0
1894;26.0
1895;21.0
1896;23.0
1897;21.0
1898;22.0
1899;17.0
1900;22.0
1901;22.0
1902;21.0
1903;22.0
1904;15.0
1905;15.0
1906;21.0
1907;29.0
1908;17.0
1909;22.0
1910;23.0
1911;31.0
1912;17.0
1913;15.0
1914;28.0
1915;24.0
1916;22.0
1917;32.0
1918;24.0
1919;17.0
1920;21.0
1921;21.0
1922;19.0
1923;35.0
1924;20.0
1925;27.0
1926;16.0
1927;21.0
1928;19.0
1929;18.0
1930;27.0
1931;17.0
1932;18.0
1933;36.0
1934;18.0
1935;17.0
1936;23.0
1937;19.0
1938;25.0
1939;17.0
1940;18.0
1941;20.0
1942;28.0
1943;18.0
1944;32.0
1945;17.0
1946;29.0
1947;23.0
1948;21.0
1949;19.0
1950;19.0
1951;24.0
1952;24.0
1953;23.0
1954;16.0
1955;31.0
1956;23.0
1957;30.0
1958;16.0
1959;18.0
1960;16.0
1961;17.0
1962;16.0
1963;15.0
1964;19.0
1965;21.0
1966;20.0
1967;15.0
1968;16.0
1969;15.0
1970;16.0
1971;19.0
1972;25.0
1973;19.0
1974;16.0
1975;15.0
1976;23.0
1977;16.0
1978;19.0
1979;17.0
1980;22.0
1981;17.0
1982;17.0
1983;16.0
1984;24.0
1985;21.0
1986;23.0
1987;15.0
1988;20.0
1989;15.0
1990;16.0
1991;19.0
1992;18.0
1993;23.0
1994;15.0
1995;20.0
1996;23.0
1997;18.0
1998;22.0
1999;26.0
2000;22.0
2001;18.0
2002;22.0
2003;19.0
2004;18.0
2005;17.0
2006;19.0
2007;17.0
2008;17.0
2009;17.0
2010;19.0
2011;17.0
2012;16.0
2013;21.0
2014;16.0
2015;20.0
2016;32.0
2017;16.0
2018;22.0
2019;23.0
2020;15.0
2021;18.0
2022;15.0
2023;18.0
2024;18.0
2025;17.0
2026;21.0
2027;16.0
2028;22.0
2029;28.0
2030;24.0
2031;27.0
2032;17.0
2033;20.0
2034;19.0
2035;17.0
2036;20.0
2037;26.0
2038;25.0
2039;25.0
2040;22.0
2041;26.0
2042;19.0
2043;17.0
2044;18.0
2045;28.0
2046;21.0
2047;23.0
2048;23.0
2049;22.0
2050;18.0
2051;15.0
2052;29.0
2053;20.0
2054;20.0
2055;19.0
2056;18.0
2057;18.0
2058;17.0
2059;19.0
2060;24.0
2061;18.0
2062;23.0
2063;17.0
2064;21.0
2065;16.0
2066;28.0
2067;19.0
2068;22.0
2069;26.0
2070;16.0
2071;25.0
2072;18.0
2073;17.0
2074;21.0
2075;17.0
2076;19.0
2077;19.0
2078;18.0
2079;19.0
2080;16.0
2081;21.0
2082;26.0
2083;20.0
2084;19.0
2085;15.0
2086;16.0
2087;19.0
2088;20.0
2089;16.0
2090;17.0
2091;19.0
2092;23.0
2093;30.0
2094;25.0
2095;20.0
2096;17.0
2097;19.0
2098;20.0
2099;19.0
2100;21.0
2101;26.0
2102;19.0
2103;23.0
2104;19.0
2105;23.0
2106;15.0
2107;21.0
2108;18.0
2109;24.0
2110;23.0
2111;16.0
2112;22.0
2113;19.0
2114;22.0
2115;16.0
2116;18.0
2117;16.0
2118;22.0
2119;20.0
2120;24.0
2121;26.0
2122;24.0
2123;17.0
2124;19.0
2125;19.0
2126;15.0
2127;21.0
2128;16.0
2129;26.0
2130;18.0
2131;28.0
2132;21.0
2133;18.0
2134;18.0
2135;19.0
2136;16.0
2137;33.0
2138;21.0
2139;17.0
2140;20.0
