;Steps
276;19.0
277;33.0
278;32.0
279;14.0
280;24.0
281;26.0
282;42.0
283;22.0
284;37.0
285;12.0
286;82.0
287;39.0
288;31.0
289;26.0
290;20.0
291;13.0
292;13.0
293;46.0
294;36.0
295;19.0
296;24.0
297;30.0
298;32.0
299;51.0
300;27.0
301;22.0
302;22.0
303;19.0
304;26.0
305;23.0
306;15.0
307;24.0
308;14.0
309;16.0
310;25.0
311;34.0
312;30.0
313;16.0
314;16.0
315;17.0
316;24.0
317;22.0
318;29.0
319;37.0
320;31.0
321;36.0
322;38.0
323;16.0
324;19.0
325;15.0
326;13.0
327;87.0
328;67.0
329;24.0
330;55.0
331;21.0
332;36.0
333;30.0
334;36.0
335;16.0
336;31.0
337;36.0
338;43.0
339;24.0
340;16.0
341;21.0
342;22.0
343;16.0
344;20.0
345;22.0
346;15.0
347;17.0
348;59.0
349;28.0
350;25.0
351;24.0
352;26.0
353;18.0
354;38.0
355;17.0
356;45.0
357;34.0
358;45.0
359;13.0
360;16.0
361;39.0
362;17.0
363;24.0
364;25.0
365;51.0
366;27.0
367;15.0
368;98.0
369;53.0
370;31.0
371;53.0
372;13.0
373;26.0
374;18.0
375;18.0
376;26.0
377;50.0
378;21.0
379;18.0
380;17.0
381;61.0
382;24.0
383;17.0
384;40.0
385;19.0
386;40.0
387;24.0
388;39.0
389;26.0
390;28.0
391;38.0
392;21.0
393;68.0
394;20.0
395;33.0
396;16.0
397;23.0
398;15.0
399;18.0
400;28.0
401;29.0
402;14.0
403;15.0
404;25.0
405;26.0
406;36.0
407;29.0
408;33.0
409;32.0
410;14.0
411;69.0
412;14.0
413;32.0
414;25.0
415;71.0
416;21.0
417;83.0
418;25.0
419;29.0
420;14.0
421;16.0
422;71.0
423;44.0
424;58.0
425;33.0
426;14.0
427;35.0
428;14.0
429;14.0
430;44.0
431;16.0
432;25.0
433;16.0
434;15.0
435;15.0
436;23.0
437;48.0
438;71.0
439;38.0
440;15.0
441;88.0
442;15.0
443;17.0
444;46.0
445;42.0
446;30.0
447;33.0
448;21.0
449;19.0
450;33.0
451;13.0
452;35.0
453;32.0
454;15.0
455;17.0
456;20.0
457;58.0
458;19.0
459;95.0
460;26.0
461;33.0
462;19.0
463;40.0
464;25.0
465;27.0
466;14.0
467;21.0
468;20.0
469;13.0
470;30.0
471;17.0
472;39.0
473;23.0
474;34.0
475;28.0
476;40.0
477;25.0
478;14.0
479;41.0
480;54.0
481;19.0
482;36.0
483;22.0
484;45.0
485;45.0
486;29.0
487;17.0
488;17.0
489;31.0
490;14.0
491;21.0
492;15.0
493;21.0
494;36.0
495;32.0
496;14.0
497;16.0
498;21.0
499;14.0
500;48.0
501;14.0
502;24.0
503;23.0
504;16.0
505;23.0
506;14.0
507;21.0
508;19.0
509;24.0
510;18.0
511;17.0
512;41.0
513;59.0
514;17.0
515;19.0
516;20.0
517;20.0
518;17.0
519;45.0
520;43.0
521;20.0
522;20.0
523;17.0
524;23.0
525;38.0
526;18.0
527;27.0
528;27.0
529;27.0
530;23.0
531;13.0
532;15.0
533;24.0
534;17.0
535;22.0
536;29.0
537;50.0
538;26.0
539;30.0
540;18.0
541;16.0
542;19.0
543;35.0
544;34.0
545;16.0
546;22.0
547;32.0
548;15.0
549;17.0
550;28.0
551;70.0
552;18.0
553;17.0
554;24.0
555;29.0
556;57.0
557;22.0
558;34.0
559;13.0
560;23.0
561;56.0
562;48.0
563;15.0
564;25.0
565;71.0
566;78.0
567;16.0
568;43.0
569;15.0
570;36.0
571;18.0
572;29.0
573;19.0
574;16.0
575;38.0
576;18.0
577;24.0
578;33.0
579;42.0
580;35.0
581;25.0
582;16.0
583;25.0
584;19.0
585;54.0
586;27.0
587;32.0
588;16.0
589;62.0
590;23.0
591;22.0
592;29.0
593;46.0
594;22.0
595;38.0
596;40.0
597;31.0
598;38.0
599;33.0
600;26.0
601;18.0
602;25.0
603;22.0
604;43.0
605;23.0
606;42.0
607;18.0
608;66.0
609;16.0
610;23.0
611;39.0
612;24.0
613;20.0
614;30.0
615;15.0
616;19.0
617;14.0
618;19.0
619;28.0
620;15.0
621;20.0
622;48.0
623;97.0
624;25.0
625;19.0
626;15.0
627;30.0
628;20.0
629;69.0
630;21.0
631;19.0
632;40.0
633;13.0
634;16.0
635;65.0
636;22.0
637;14.0
638;52.0
639;49.0
640;27.0
641;135.0
642;16.0
643;49.0
644;38.0
645;17.0
646;62.0
647;16.0
648;35.0
649;16.0
650;25.0
651;17.0
652;15.0
653;31.0
654;19.0
655;56.0
656;17.0
657;27.0
658;56.0
659;30.0
660;17.0
661;14.0
662;29.0
663;16.0
664;23.0
665;27.0
666;13.0
667;54.0
668;30.0
669;27.0
670;24.0
671;18.0
672;33.0
673;61.0
674;36.0
675;32.0
676;14.0
677;44.0
678;18.0
679;16.0
680;13.0
681;28.0
682;20.0
683;20.0
684;27.0
685;18.0
686;38.0
687;13.0
688;23.0
689;26.0
690;16.0
691;23.0
692;29.0
693;21.0
694;53.0
695;31.0
696;26.0
697;15.0
698;13.0
699;35.0
700;42.0
701;18.0
702;21.0
703;30.0
704;44.0
705;29.0
706;49.0
707;16.0
708;34.0
709;20.0
710;16.0
711;43.0
712;60.0
713;34.0
714;22.0
715;17.0
716;16.0
717;27.0
718;65.0
719;84.0
720;32.0
721;45.0
722;18.0
723;85.0
724;17.0
725;13.0
726;29.0
727;28.0
728;60.0
729;36.0
730;18.0
731;15.0
732;37.0
733;44.0
734;18.0
735;22.0
736;15.0
737;30.0
738;32.0
739;31.0
740;45.0
741;34.0
742;19.0
743;16.0
744;19.0
745;40.0
746;15.0
747;12.0
748;41.0
749;59.0
750;34.0
751;48.0
752;31.0
753;24.0
754;64.0
755;34.0
756;15.0
757;17.0
758;23.0
759;37.0
760;13.0
761;15.0
762;79.0
763;33.0
764;12.0
765;23.0
766;18.0
767;14.0
768;29.0
769;20.0
770;35.0
771;65.0
772;16.0
773;45.0
774;18.0
775;20.0
776;27.0
777;40.0
778;30.0
779;38.0
780;101.0
781;23.0
782;18.0
783;28.0
784;41.0
785;18.0
786;16.0
787;14.0
788;28.0
789;29.0
790;26.0
791;57.0
792;69.0
793;38.0
794;21.0
795;20.0
796;35.0
797;21.0
798;25.0
799;34.0
800;54.0
801;52.0
802;14.0
803;26.0
804;19.0
805;93.0
806;33.0
807;23.0
808;16.0
809;51.0
810;26.0
811;67.0
812;25.0
813;18.0
814;54.0
815;31.0
816;13.0
817;127.0
818;16.0
819;24.0
820;45.0
821;57.0
822;45.0
823;19.0
824;18.0
825;71.0
826;40.0
827;20.0
828;21.0
829;150.0
830;61.0
831;33.0
832;71.0
833;26.0
834;89.0
835;32.0
836;47.0
837;56.0
838;71.0
839;17.0
840;38.0
841;41.0
842;29.0
843;34.0
844;28.0
845;32.0
846;57.0
847;22.0
848;20.0
849;21.0
850;73.0
851;13.0
852;17.0
853;27.0
854;31.0
855;14.0
856;23.0
857;27.0
858;24.0
859;40.0
860;18.0
861;23.0
862;26.0
863;64.0
864;25.0
865;38.0
866;40.0
867;50.0
868;65.0
869;25.0
870;38.0
871;34.0
872;22.0
873;35.0
874;26.0
875;34.0
876;16.0
877;33.0
878;25.0
879;70.0
880;15.0
881;16.0
882;32.0
883;15.0
884;21.0
885;27.0
886;15.0
887;22.0
888;31.0
889;22.0
890;46.0
891;50.0
892;26.0
893;14.0
894;16.0
895;57.0
896;23.0
897;24.0
898;13.0
899;20.0
900;40.0
901;27.0
902;15.0
903;14.0
904;27.0
905;25.0
906;43.0
907;66.0
908;18.0
909;27.0
910;30.0
911;34.0
912;30.0
913;18.0
914;39.0
915;18.0
916;48.0
917;15.0
918;15.0
919;34.0
920;27.0
921;22.0
922;18.0
923;16.0
924;39.0
925;14.0
926;15.0
927;26.0
928;48.0
929;21.0
930;25.0
931;22.0
932;28.0
933;37.0
934;23.0
935;15.0
936;25.0
937;17.0
938;18.0
939;16.0
940;16.0
941;18.0
942;68.0
943;20.0
944;104.0
945;28.0
946;21.0
947;26.0
948;14.0
949;21.0
950;23.0
951;26.0
952;33.0
953;31.0
954;15.0
955;35.0
956;19.0
957;44.0
958;13.0
959;30.0
960;19.0
961;18.0
962;44.0
963;57.0
964;37.0
965;26.0
966;16.0
967;18.0
968;23.0
969;46.0
970;24.0
971;15.0
972;25.0
973;34.0
974;19.0
975;46.0
976;59.0
977;18.0
978;25.0
979;33.0
980;16.0
981;16.0
982;14.0
983;43.0
984;71.0
985;25.0
986;41.0
987;43.0
988;18.0
989;17.0
990;19.0
991;116.0
992;29.0
993;36.0
994;16.0
995;23.0
996;15.0
997;47.0
998;33.0
999;21.0
1000;23.0
1001;21.0
1002;30.0
1003;20.0
1004;17.0
1005;17.0
1006;18.0
1007;37.0
1008;25.0
1009;27.0
1010;28.0
1011;43.0
1012;29.0
1013;16.0
1014;37.0
1015;24.0
1016;52.0
1017;18.0
1018;14.0
1019;15.0
1020;22.0
1021;23.0
1022;15.0
1023;26.0
1024;20.0
1025;23.0
1026;18.0
1027;22.0
1028;35.0
1029;30.0
1030;18.0
1031;21.0
1032;59.0
1033;20.0
1034;16.0
1035;48.0
1036;14.0
1037;34.0
1038;15.0
1039;13.0
1040;19.0
1041;30.0
1042;24.0
1043;16.0
1044;21.0
1045;13.0
1046;18.0
1047;29.0
1048;29.0
1049;21.0
1050;23.0
1051;18.0
1052;19.0
1053;36.0
1054;41.0
1055;39.0
1056;43.0
1057;73.0
1058;14.0
1059;28.0
1060;18.0
1061;15.0
1062;43.0
1063;17.0
1064;33.0
1065;23.0
1066;14.0
1067;20.0
1068;15.0
1069;27.0
1070;17.0
1071;31.0
1072;31.0
1073;25.0
1074;29.0
1075;18.0
1076;31.0
1077;14.0
1078;37.0
1079;17.0
1080;31.0
1081;37.0
1082;19.0
1083;33.0
1084;28.0
1085;21.0
1086;20.0
1087;20.0
1088;17.0
1089;38.0
1090;24.0
1091;16.0
1092;55.0
1093;44.0
1094;17.0
1095;26.0
1096;26.0
1097;17.0
1098;21.0
1099;25.0
1100;14.0
1101;15.0
1102;24.0
1103;17.0
1104;21.0
1105;16.0
1106;16.0
1107;21.0
1108;36.0
1109;17.0
1110;18.0
1111;36.0
1112;21.0
1113;31.0
1114;36.0
1115;26.0
1116;26.0
1117;23.0
1118;14.0
1119;28.0
1120;28.0
1121;30.0
1122;20.0
1123;16.0
1124;28.0
1125;50.0
1126;42.0
1127;24.0
1128;31.0
1129;22.0
1130;24.0
1131;38.0
1132;15.0
1133;18.0
1134;39.0
1135;14.0
1136;25.0
1137;84.0
1138;39.0
1139;33.0
1140;31.0
1141;18.0
1142;63.0
1143;70.0
1144;47.0
1145;19.0
1146;26.0
1147;17.0
1148;17.0
1149;51.0
1150;37.0
1151;45.0
1152;27.0
1153;22.0
1154;33.0
1155;28.0
1156;18.0
1157;21.0
1158;22.0
1159;26.0
1160;45.0
1161;25.0
1162;21.0
1163;18.0
1164;22.0
1165;23.0
1166;17.0
1167;18.0
1168;26.0
1169;16.0
1170;15.0
1171;35.0
1172;59.0
1173;14.0
1174;16.0
1175;23.0
1176;22.0
1177;47.0
1178;45.0
1179;23.0
1180;17.0
1181;16.0
1182;25.0
1183;32.0
1184;14.0
1185;16.0
1186;26.0
1187;29.0
1188;30.0
1189;16.0
1190;33.0
1191;37.0
1192;20.0
1193;14.0
1194;19.0
1195;15.0
1196;60.0
1197;24.0
1198;37.0
1199;15.0
1200;40.0
1201;19.0
1202;22.0
1203;17.0
1204;28.0
1205;23.0
1206;13.0
1207;18.0
1208;22.0
1209;13.0
1210;46.0
1211;36.0
1212;31.0
1213;48.0
1214;50.0
1215;72.0
1216;50.0
1217;19.0
1218;25.0
1219;15.0
1220;24.0
1221;29.0
1222;20.0
1223;31.0
1224;33.0
1225;35.0
1226;96.0
1227;51.0
1228;25.0
1229;35.0
1230;54.0
1231;27.0
1232;52.0
1233;16.0
1234;15.0
1235;35.0
1236;16.0
1237;15.0
1238;18.0
1239;22.0
1240;14.0
1241;47.0
1242;31.0
1243;24.0
1244;53.0
1245;22.0
1246;18.0
1247;41.0
1248;17.0
1249;65.0
1250;32.0
1251;23.0
1252;52.0
1253;30.0
1254;48.0
1255;81.0
1256;35.0
1257;30.0
1258;23.0
1259;14.0
1260;48.0
1261;27.0
1262;44.0
1263;15.0
1264;29.0
1265;49.0
1266;26.0
1267;43.0
1268;30.0
1269;47.0
1270;32.0
1271;98.0
1272;15.0
1273;37.0
1274;26.0
1275;16.0
1276;20.0
1277;26.0
1278;53.0
1279;53.0
1280;16.0
1281;66.0
1282;16.0
1283;18.0
1284;15.0
1285;50.0
1286;16.0
1287;45.0
1288;23.0
1289;84.0
1290;40.0
1291;26.0
1292;20.0
1293;23.0
1294;15.0
1295;13.0
1296;50.0
1297;34.0
1298;22.0
1299;56.0
1300;60.0
1301;15.0
1302;15.0
1303;30.0
1304;16.0
1305;50.0
1306;25.0
1307;59.0
1308;31.0
1309;28.0
1310;45.0
1311;18.0
1312;21.0
1313;20.0
1314;51.0
1315;22.0
1316;15.0
1317;50.0
1318;32.0
1319;35.0
1320;46.0
1321;28.0
1322;48.0
1323;48.0
1324;20.0
1325;21.0
1326;22.0
1327;27.0
1328;60.0
1329;43.0
1330;63.0
1331;19.0
1332;22.0
1333;14.0
1334;25.0
1335;36.0
1336;14.0
1337;14.0
1338;21.0
1339;27.0
1340;31.0
1341;19.0
1342;45.0
1343;105.0
1344;16.0
1345;27.0
1346;32.0
1347;30.0
1348;28.0
1349;57.0
1350;15.0
1351;16.0
1352;24.0
1353;51.0
1354;21.0
1355;26.0
1356;20.0
1357;49.0
1358;25.0
1359;25.0
1360;26.0
1361;29.0
1362;17.0
1363;65.0
1364;21.0
1365;16.0
1366;27.0
1367;62.0
1368;16.0
1369;21.0
1370;32.0
1371;16.0
1372;43.0
1373;34.0
1374;35.0
1375;16.0
1376;23.0
1377;53.0
1378;22.0
1379;22.0
1380;22.0
1381;16.0
1382;60.0
1383;31.0
1384;16.0
1385;47.0
1386;23.0
1387;16.0
1388;17.0
1389;126.0
1390;38.0
1391;35.0
1392;15.0
1393;15.0
1394;50.0
1395;43.0
1396;40.0
1397;37.0
1398;17.0
1399;23.0
1400;46.0
1401;25.0
1402;16.0
1403;18.0
1404;44.0
1405;16.0
1406;84.0
1407;20.0
1408;31.0
1409;50.0
1410;17.0
1411;18.0
1412;16.0
1413;15.0
1414;60.0
1415;83.0
1416;18.0
1417;44.0
1418;46.0
1419;28.0
1420;19.0
1421;157.0
1422;15.0
1423;14.0
1424;77.0
1425;17.0
1426;19.0
1427;21.0
1428;20.0
1429;18.0
1430;31.0
1431;41.0
1432;18.0
1433;29.0
1434;57.0
1435;20.0
1436;87.0
1437;34.0
1438;14.0
1439;62.0
1440;19.0
1441;19.0
1442;26.0
1443;43.0
1444;16.0
1445;55.0
1446;24.0
1447;29.0
1448;48.0
1449;14.0
1450;28.0
1451;18.0
1452;30.0
1453;43.0
1454;14.0
1455;12.0
1456;64.0
1457;29.0
1458;48.0
1459;12.0
1460;19.0
1461;29.0
1462;30.0
1463;18.0
1464;40.0
1465;23.0
1466;41.0
1467;20.0
1468;35.0
1469;45.0
1470;36.0
1471;21.0
1472;69.0
1473;20.0
1474;40.0
1475;61.0
1476;28.0
1477;22.0
1478;28.0
1479;40.0
1480;39.0
1481;34.0
1482;13.0
1483;14.0
1484;16.0
1485;37.0
1486;53.0
1487;19.0
1488;36.0
1489;51.0
1490;24.0
1491;39.0
1492;26.0
1493;29.0
1494;25.0
1495;26.0
1496;52.0
1497;22.0
1498;21.0
1499;29.0
1500;21.0
1501;25.0
1502;18.0
1503;18.0
1504;49.0
1505;20.0
1506;31.0
1507;21.0
1508;28.0
1509;18.0
1510;41.0
1511;20.0
1512;22.0
1513;30.0
1514;16.0
1515;52.0
1516;19.0
1517;15.0
1518;13.0
1519;21.0
1520;25.0
1521;30.0
1522;15.0
1523;57.0
1524;36.0
1525;23.0
1526;28.0
1527;53.0
1528;22.0
1529;19.0
1530;24.0
1531;22.0
1532;23.0
1533;49.0
1534;54.0
1535;24.0
1536;30.0
1537;41.0
1538;21.0
1539;19.0
1540;23.0
1541;18.0
1542;32.0
1543;73.0
1544;18.0
1545;28.0
1546;43.0
1547;38.0
1548;61.0
1549;70.0
1550;52.0
1551;50.0
1552;15.0
1553;21.0
1554;52.0
1555;50.0
1556;26.0
1557;18.0
1558;35.0
1559;28.0
1560;20.0
1561;59.0
1562;26.0
1563;15.0
1564;65.0
1565;53.0
1566;13.0
1567;23.0
1568;21.0
1569;14.0
1570;58.0
1571;26.0
1572;14.0
1573;16.0
1574;50.0
1575;27.0
1576;15.0
1577;63.0
1578;16.0
1579;30.0
1580;27.0
1581;101.0
1582;24.0
1583;19.0
1584;45.0
1585;44.0
1586;15.0
1587;29.0
1588;27.0
1589;14.0
1590;32.0
1591;30.0
1592;25.0
1593;56.0
1594;44.0
1595;16.0
1596;48.0
1597;15.0
1598;19.0
1599;83.0
1600;34.0
1601;34.0
1602;22.0
1603;14.0
1604;96.0
1605;18.0
1606;18.0
1607;43.0
1608;20.0
1609;30.0
1610;28.0
1611;17.0
1612;36.0
1613;25.0
1614;23.0
1615;16.0
1616;18.0
1617;56.0
1618;24.0
1619;112.0
1620;19.0
1621;43.0
1622;17.0
1623;16.0
1624;18.0
1625;17.0
1626;18.0
1627;14.0
1628;17.0
1629;23.0
1630;35.0
1631;16.0
1632;14.0
1633;17.0
1634;18.0
1635;13.0
1636;17.0
1637;15.0
1638;14.0
1639;21.0
1640;21.0
1641;17.0
1642;31.0
1643;46.0
1644;61.0
1645;25.0
1646;18.0
1647;51.0
1648;28.0
1649;32.0
1650;21.0
1651;19.0
1652;28.0
1653;37.0
1654;23.0
1655;24.0
1656;46.0
1657;60.0
1658;20.0
1659;26.0
1660;65.0
1661;38.0
1662;18.0
1663;46.0
1664;17.0
1665;19.0
1666;33.0
1667;26.0
1668;34.0
1669;43.0
1670;13.0
1671;30.0
1672;18.0
1673;26.0
1674;15.0
1675;75.0
1676;17.0
1677;13.0
1678;19.0
1679;97.0
1680;29.0
1681;28.0
1682;21.0
1683;21.0
1684;39.0
1685;29.0
1686;17.0
1687;35.0
1688;16.0
1689;35.0
1690;20.0
1691;34.0
1692;23.0
1693;58.0
1694;29.0
1695;64.0
1696;51.0
1697;28.0
1698;34.0
1699;48.0
1700;30.0
1701;24.0
1702;16.0
1703;28.0
1704;29.0
1705;18.0
1706;25.0
1707;22.0
1708;43.0
1709;16.0
1710;21.0
1711;18.0
1712;16.0
1713;14.0
1714;20.0
1715;40.0
1716;17.0
1717;18.0
1718;19.0
1719;16.0
1720;13.0
1721;16.0
1722;39.0
1723;51.0
1724;19.0
1725;30.0
1726;13.0
1727;18.0
1728;30.0
1729;25.0
1730;47.0
1731;31.0
1732;14.0
1733;19.0
1734;14.0
1735;21.0
1736;15.0
1737;27.0
1738;14.0
1739;37.0
1740;46.0
1741;50.0
1742;29.0
1743;16.0
1744;15.0
1745;34.0
1746;29.0
1747;20.0
1748;24.0
1749;36.0
1750;22.0
1751;23.0
1752;15.0
1753;17.0
1754;24.0
1755;15.0
1756;70.0
1757;34.0
1758;14.0
1759;16.0
1760;46.0
1761;19.0
1762;15.0
1763;14.0
1764;20.0
1765;28.0
1766;15.0
1767;29.0
1768;42.0
1769;13.0
1770;34.0
1771;19.0
1772;31.0
1773;14.0
1774;67.0
1775;23.0
1776;18.0
1777;27.0
1778;16.0
1779;34.0
1780;16.0
1781;38.0
1782;32.0
1783;17.0
1784;98.0
1785;24.0
1786;26.0
1787;16.0
1788;56.0
1789;24.0
1790;24.0
1791;33.0
1792;54.0
1793;94.0
1794;73.0
1795;19.0
1796;40.0
1797;67.0
1798;48.0
1799;34.0
1800;16.0
1801;41.0
1802;20.0
1803;96.0
1804;45.0
1805;23.0
1806;14.0
1807;24.0
1808;23.0
1809;14.0
1810;21.0
1811;19.0
1812;41.0
1813;35.0
1814;31.0
1815;15.0
1816;73.0
1817;34.0
1818;35.0
1819;18.0
1820;84.0
1821;25.0
1822;31.0
1823;15.0
1824;43.0
1825;75.0
1826;18.0
1827;33.0
1828;20.0
1829;17.0
1830;28.0
1831;24.0
1832;20.0
1833;27.0
1834;40.0
1835;15.0
1836;20.0
1837;16.0
1838;17.0
1839;34.0
1840;35.0
1841;16.0
1842;19.0
1843;23.0
1844;86.0
1845;45.0
1846;21.0
1847;17.0
1848;13.0
1849;18.0
1850;17.0
1851;23.0
1852;24.0
1853;23.0
1854;16.0
1855;21.0
1856;59.0
1857;14.0
1858;26.0
1859;54.0
1860;14.0
1861;15.0
1862;38.0
1863;30.0
1864;24.0
1865;56.0
1866;13.0
1867;31.0
1868;39.0
1869;21.0
1870;20.0
1871;18.0
1872;50.0
1873;14.0
1874;28.0
1875;17.0
1876;18.0
1877;17.0
1878;36.0
1879;18.0
1880;42.0
1881;31.0
1882;70.0
1883;97.0
1884;19.0
1885;80.0
1886;19.0
1887;19.0
1888;21.0
1889;43.0
1890;31.0
1891;50.0
1892;45.0
1893;35.0
1894;24.0
1895;44.0
1896;32.0
1897;28.0
1898;32.0
1899;13.0
1900;30.0
1901;28.0
1902;36.0
1903;19.0
1904;17.0
1905;24.0
1906;32.0
1907;112.0
1908;43.0
1909;13.0
1910;26.0
1911;26.0
1912;25.0
1913;46.0
1914;34.0
1915;21.0
1916;14.0
1917;24.0
1918;30.0
1919;17.0
1920;49.0
1921;49.0
1922;17.0
1923;46.0
1924;19.0
1925;29.0
1926;15.0
1927;23.0
1928;20.0
1929;15.0
1930;23.0
1931;37.0
1932;25.0
1933;55.0
1934;35.0
1935;25.0
1936;36.0
1937;67.0
1938;40.0
1939;60.0
1940;20.0
1941;15.0
1942;14.0
1943;35.0
1944;43.0
1945;30.0
1946;26.0
1947;34.0
1948;51.0
1949;15.0
1950;21.0
1951;31.0
1952;16.0
1953;20.0
1954;17.0
1955;24.0
1956;46.0
1957;43.0
1958;31.0
1959;16.0
1960;20.0
1961;15.0
1962;48.0
1963;27.0
1964;14.0
1965;27.0
1966;14.0
1967;19.0
1968;49.0
1969;23.0
1970;15.0
1971;62.0
1972;14.0
1973;73.0
1974;15.0
1975;24.0
1976;23.0
1977;16.0
1978;17.0
1979;41.0
1980;23.0
1981;32.0
1982;17.0
1983;26.0
1984;20.0
1985;60.0
1986;16.0
1987;19.0
1988;23.0
1989;24.0
1990;17.0
1991;22.0
1992;22.0
1993;27.0
1994;21.0
1995;13.0
1996;20.0
1997;100.0
1998;14.0
1999;23.0
2000;21.0
2001;13.0
2002;25.0
2003;46.0
2004;35.0
2005;51.0
2006;19.0
2007;17.0
2008;61.0
2009;17.0
2010;20.0
2011;53.0
2012;27.0
2013;17.0
2014;46.0
2015;21.0
2016;21.0
2017;14.0
2018;41.0
2019;56.0
2020;19.0
2021;17.0
2022;22.0
2023;18.0
2024;23.0
2025;25.0
2026;40.0
2027;26.0
2028;16.0
2029;14.0
2030;18.0
2031;38.0
2032;26.0
2033;22.0
2034;13.0
2035;27.0
2036;29.0
2037;48.0
2038;47.0
2039;33.0
2040;21.0
2041;19.0
2042;19.0
2043;68.0
2044;60.0
2045;14.0
2046;15.0
2047;37.0
2048;32.0
2049;14.0
2050;18.0
2051;87.0
2052;51.0
2053;86.0
2054;30.0
2055;24.0
2056;105.0
2057;47.0
2058;27.0
2059;39.0
2060;90.0
2061;14.0
2062;27.0
2063;32.0
2064;44.0
2065;21.0
2066;42.0
2067;19.0
2068;13.0
2069;25.0
2070;58.0
2071;20.0
2072;64.0
2073;78.0
2074;26.0
2075;25.0
2076;115.0
2077;40.0
2078;41.0
2079;52.0
2080;47.0
2081;68.0
2082;19.0
2083;20.0
2084;53.0
2085;13.0
2086;14.0
2087;52.0
2088;18.0
2089;34.0
2090;30.0
2091;51.0
2092;36.0
2093;27.0
2094;53.0
2095;28.0
2096;16.0
2097;34.0
2098;34.0
2099;32.0
2100;16.0
2101;25.0
2102;75.0
2103;53.0
2104;32.0
2105;67.0
2106;80.0
2107;14.0
2108;28.0
2109;22.0
2110;25.0
2111;24.0
2112;14.0
2113;25.0
2114;27.0
2115;13.0
2116;35.0
2117;68.0
2118;74.0
2119;16.0
2120;35.0
2121;45.0
2122;49.0
2123;18.0
2124;44.0
2125;42.0
2126;21.0
2127;13.0
2128;24.0
2129;20.0
2130;21.0
2131;18.0
2132;65.0
2133;15.0
2134;34.0
2135;26.0
2136;32.0
2137;21.0
2138;17.0
2139;22.0
2140;14.0
