;Steps
737;16.0
738;19.0
739;14.0
740;15.0
741;14.0
742;14.0
743;14.0
744;16.0
745;14.0
746;15.0
747;14.0
748;16.0
749;17.0
750;21.0
751;16.0
752;15.0
753;18.0
754;16.0
755;14.0
756;16.0
757;27.0
758;16.0
759;17.0
760;16.0
761;15.0
762;16.0
763;14.0
764;14.0
765;21.0
766;14.0
767;16.0
768;14.0
769;17.0
770;14.0
771;16.0
772;20.0
773;23.0
774;17.0
775;16.0
776;16.0
777;16.0
778;14.0
779;15.0
780;14.0
781;14.0
782;17.0
783;18.0
784;19.0
785;14.0
786;14.0
787;16.0
788;14.0
789;17.0
790;18.0
791;15.0
792;17.0
793;15.0
794;18.0
795;14.0
796;15.0
797;17.0
798;14.0
799;14.0
800;22.0
801;15.0
802;16.0
803;14.0
804;14.0
805;15.0
806;16.0
807;19.0
808;23.0
809;14.0
810;14.0
811;19.0
812;21.0
813;18.0
814;16.0
815;15.0
816;14.0
817;16.0
818;22.0
819;14.0
820;18.0
821;17.0
822;16.0
823;14.0
824;14.0
825;15.0
826;17.0
827;19.0
828;14.0
829;14.0
830;19.0
831;17.0
832;16.0
833;16.0
834;16.0
835;14.0
836;14.0
837;14.0
838;14.0
839;21.0
840;14.0
841;18.0
842;14.0
843;21.0
844;14.0
845;14.0
846;14.0
847;14.0
848;16.0
849;15.0
850;15.0
851;21.0
852;14.0
853;19.0
854;15.0
855;16.0
856;23.0
857;19.0
858;16.0
859;20.0
860;19.0
861;17.0
862;16.0
863;14.0
864;16.0
865;19.0
866;16.0
867;21.0
868;16.0
869;17.0
870;15.0
871;14.0
872;15.0
873;14.0
874;16.0
875;19.0
876;17.0
877;18.0
878;14.0
879;14.0
880;14.0
881;17.0
882;14.0
883;17.0
884;16.0
885;14.0
886;15.0
887;15.0
888;14.0
889;18.0
890;16.0
891;16.0
892;14.0
893;15.0
894;15.0
895;21.0
896;15.0
897;17.0
898;14.0
899;14.0
900;15.0
901;16.0
902;15.0
903;17.0
904;16.0
905;15.0
906;18.0
907;14.0
908;17.0
909;14.0
910;14.0
911;17.0
912;16.0
913;14.0
914;14.0
915;14.0
916;16.0
917;14.0
918;15.0
919;16.0
920;18.0
921;16.0
922;20.0
923;15.0
924;15.0
925;16.0
926;17.0
927;16.0
928;14.0
929;15.0
930;14.0
931;17.0
932;15.0
933;21.0
934;21.0
935;16.0
936;14.0
937;20.0
938;29.0
939;16.0
940;14.0
941;25.0
942;18.0
943;16.0
944;15.0
945;15.0
946;16.0
947;15.0
948;15.0
949;14.0
950;19.0
951;28.0
952;15.0
953;14.0
954;17.0
955;14.0
956;17.0
957;21.0
958;14.0
959;15.0
960;16.0
961;20.0
962;23.0
963;14.0
964;31.0
965;14.0
966;15.0
967;14.0
968;14.0
969;14.0
970;20.0
971;14.0
972;20.0
973;16.0
974;15.0
975;14.0
976;18.0
977;17.0
978;15.0
979;24.0
980;15.0
981;18.0
982;14.0
983;14.0
984;14.0
985;14.0
986;14.0
987;17.0
988;18.0
989;14.0
990;16.0
991;14.0
992;15.0
993;21.0
994;14.0
995;17.0
996;14.0
997;15.0
998;15.0
999;17.0
1000;14.0
1001;27.0
1002;14.0
1003;18.0
1004;16.0
1005;16.0
1006;14.0
1007;15.0
1008;15.0
1009;15.0
1010;18.0
1011;14.0
1012;22.0
1013;17.0
1014;29.0
1015;17.0
1016;14.0
1017;14.0
1018;16.0
1019;15.0
1020;14.0
1021;16.0
1022;14.0
1023;20.0
1024;16.0
1025;20.0
1026;14.0
1027;19.0
1028;18.0
1029;14.0
1030;16.0
1031;15.0
1032;14.0
1033;14.0
1034;15.0
1035;14.0
1036;17.0
1037;14.0
1038;30.0
1039;14.0
1040;17.0
1041;17.0
1042;14.0
1043;14.0
1044;14.0
1045;18.0
1046;16.0
1047;14.0
1048;15.0
1049;17.0
1050;17.0
1051;15.0
1052;15.0
1053;14.0
1054;14.0
1055;14.0
1056;15.0
1057;17.0
1058;23.0
1059;14.0
1060;17.0
1061;14.0
1062;14.0
1063;17.0
1064;14.0
1065;14.0
1066;15.0
1067;16.0
1068;17.0
1069;14.0
1070;18.0
1071;14.0
1072;14.0
1073;16.0
1074;19.0
1075;18.0
1076;14.0
1077;16.0
1078;17.0
1079;14.0
1080;15.0
1081;17.0
1082;26.0
1083;14.0
1084;16.0
1085;17.0
1086;22.0
1087;19.0
1088;14.0
1089;17.0
1090;17.0
1091;14.0
1092;24.0
1093;19.0
1094;15.0
1095;21.0
1096;18.0
1097;29.0
1098;16.0
1099;16.0
1100;16.0
1101;14.0
1102;17.0
1103;16.0
1104;16.0
1105;15.0
1106;16.0
1107;14.0
1108;14.0
1109;15.0
1110;16.0
1111;14.0
1112;16.0
1113;19.0
1114;14.0
1115;20.0
1116;22.0
1117;17.0
1118;14.0
1119;20.0
1120;27.0
1121;18.0
1122;17.0
1123;14.0
1124;16.0
1125;14.0
1126;19.0
1127;14.0
1128;17.0
1129;15.0
1130;25.0
1131;14.0
1132;14.0
1133;17.0
1134;21.0
1135;18.0
1136;16.0
1137;15.0
1138;16.0
1139;14.0
1140;14.0
1141;17.0
1142;16.0
1143;16.0
1144;18.0
1145;16.0
1146;17.0
1147;14.0
1148;14.0
1149;15.0
1150;15.0
1151;14.0
1152;18.0
1153;14.0
1154;20.0
1155;24.0
1156;14.0
1157;14.0
1158;15.0
1159;16.0
1160;15.0
1161;15.0
1162;18.0
1163;14.0
1164;15.0
1165;16.0
1166;17.0
1167;17.0
1168;25.0
1169;15.0
1170;14.0
1171;15.0
1172;14.0
1173;17.0
1174;14.0
1175;14.0
1176;18.0
1177;14.0
1178;15.0
1179;18.0
1180;14.0
1181;17.0
1182;14.0
1183;16.0
1184;14.0
1185;15.0
1186;14.0
1187;16.0
1188;20.0
1189;15.0
1190;16.0
1191;18.0
1192;15.0
1193;15.0
1194;14.0
1195;28.0
1196;14.0
1197;18.0
1198;16.0
1199;18.0
1200;14.0
1201;17.0
1202;20.0
1203;14.0
1204;16.0
1205;24.0
1206;17.0
1207;18.0
1208;21.0
1209;14.0
1210;21.0
1211;14.0
1212;16.0
1213;19.0
1214;16.0
1215;17.0
1216;17.0
1217;14.0
1218;16.0
1219;19.0
1220;15.0
1221;16.0
1222;14.0
1223;14.0
1224;20.0
1225;15.0
1226;17.0
1227;14.0
1228;18.0
1229;16.0
1230;19.0
1231;14.0
1232;15.0
1233;14.0
1234;16.0
1235;22.0
1236;15.0
1237;14.0
1238;16.0
1239;14.0
1240;18.0
1241;14.0
1242;14.0
1243;16.0
1244;15.0
1245;16.0
1246;15.0
1247;14.0
1248;15.0
1249;15.0
1250;14.0
1251;16.0
1252;14.0
1253;22.0
1254;15.0
1255;16.0
1256;15.0
1257;21.0
1258;15.0
1259;17.0
1260;14.0
1261;15.0
1262;14.0
1263;15.0
1264;14.0
1265;15.0
1266;16.0
1267;14.0
1268;15.0
1269;15.0
1270;14.0
1271;19.0
1272;14.0
1273;14.0
1274;23.0
1275;15.0
1276;16.0
1277;14.0
1278;15.0
1279;16.0
1280;14.0
1281;14.0
1282;15.0
1283;14.0
1284;31.0
1285;17.0
1286;14.0
1287;14.0
1288;14.0
1289;18.0
1290;21.0
1291;14.0
1292;15.0
1293;18.0
1294;15.0
1295;14.0
1296;14.0
1297;15.0
1298;19.0
1299;15.0
1300;19.0
1301;14.0
1302;14.0
1303;16.0
1304;14.0
1305;18.0
1306;20.0
1307;17.0
1308;17.0
1309;14.0
1310;14.0
1311;16.0
1312;14.0
1313;18.0
1314;21.0
1315;14.0
1316;15.0
1317;14.0
1318;19.0
1319;16.0
1320;16.0
1321;18.0
1322;17.0
1323;15.0
1324;17.0
1325;16.0
1326;17.0
1327;17.0
1328;14.0
1329;14.0
1330;21.0
1331;18.0
1332;23.0
1333;19.0
1334;19.0
1335;16.0
1336;18.0
1337;19.0
1338;17.0
1339;15.0
1340;25.0
1341;14.0
1342;17.0
1343;19.0
1344;15.0
1345;14.0
1346;14.0
1347;14.0
1348;20.0
1349;17.0
1350;17.0
1351;14.0
1352;15.0
1353;18.0
1354;21.0
1355;17.0
1356;17.0
1357;14.0
1358;14.0
1359;14.0
1360;20.0
1361;14.0
1362;19.0
1363;15.0
1364;16.0
1365;22.0
1366;15.0
1367;22.0
1368;18.0
1369;14.0
1370;19.0
1371;16.0
1372;20.0
1373;26.0
1374;16.0
1375;16.0
1376;15.0
1377;14.0
1378;14.0
1379;14.0
1380;15.0
1381;16.0
1382;17.0
1383;17.0
1384;19.0
1385;14.0
1386;15.0
1387;14.0
1388;22.0
1389;16.0
1390;20.0
1391;14.0
1392;15.0
1393;14.0
1394;17.0
1395;16.0
1396;17.0
1397;15.0
1398;14.0
1399;15.0
1400;17.0
1401;17.0
1402;15.0
1403;18.0
1404;17.0
1405;17.0
1406;16.0
1407;15.0
1408;21.0
1409;15.0
1410;14.0
1411;14.0
1412;22.0
1413;18.0
1414;17.0
1415;17.0
1416;14.0
1417;22.0
1418;14.0
1419;20.0
1420;14.0
1421;15.0
1422;17.0
1423;16.0
1424;14.0
1425;15.0
1426;16.0
1427;16.0
1428;26.0
1429;16.0
1430;16.0
1431;16.0
1432;16.0
1433;16.0
1434;14.0
1435;14.0
1436;14.0
1437;16.0
1438;20.0
1439;18.0
1440;14.0
1441;21.0
1442;24.0
1443;14.0
1444;15.0
1445;14.0
1446;18.0
1447;21.0
1448;19.0
1449;16.0
1450;16.0
1451;14.0
1452;18.0
1453;14.0
1454;15.0
1455;21.0
1456;18.0
1457;24.0
1458;14.0
1459;18.0
1460;16.0
1461;20.0
1462;17.0
1463;17.0
1464;16.0
1465;14.0
1466;16.0
1467;22.0
1468;18.0
1469;14.0
1470;15.0
1471;18.0
1472;14.0
1473;24.0
1474;15.0
1475;16.0
1476;14.0
1477;14.0
1478;14.0
1479;16.0
1480;14.0
1481;14.0
1482;14.0
1483;16.0
1484;21.0
1485;16.0
1486;23.0
1487;16.0
1488;14.0
1489;16.0
1490;14.0
1491;19.0
1492;14.0
1493;18.0
1494;14.0
1495;17.0
1496;15.0
1497;14.0
1498;16.0
1499;17.0
1500;14.0
1501;17.0
1502;14.0
1503;17.0
1504;18.0
1505;17.0
1506;14.0
1507;15.0
1508;18.0
1509;16.0
1510;14.0
1511;16.0
1512;19.0
1513;20.0
1514;24.0
1515;14.0
1516;14.0
1517;14.0
1518;14.0
1519;14.0
1520;14.0
1521;14.0
1522;16.0
1523;14.0
1524;17.0
1525;14.0
1526;17.0
1527;17.0
1528;16.0
1529;18.0
1530;19.0
1531;16.0
1532;23.0
1533;15.0
1534;14.0
1535;15.0
1536;17.0
1537;18.0
1538;18.0
1539;14.0
1540;15.0
1541;14.0
1542;21.0
1543;19.0
1544;16.0
1545;16.0
1546;14.0
1547;16.0
1548;14.0
1549;14.0
1550;18.0
1551;19.0
1552;15.0
1553;14.0
1554;16.0
1555;14.0
1556;15.0
1557;16.0
1558;15.0
1559;15.0
1560;14.0
1561;19.0
1562;14.0
1563;14.0
1564;16.0
1565;14.0
1566;14.0
1567;16.0
1568;18.0
1569;14.0
1570;17.0
1571;14.0
1572;14.0
1573;20.0
1574;14.0
1575;20.0
1576;14.0
1577;14.0
1578;15.0
1579;14.0
1580;15.0
1581;16.0
1582;14.0
1583;15.0
1584;17.0
1585;19.0
1586;16.0
1587;16.0
1588;15.0
1589;15.0
1590;23.0
1591;18.0
1592;19.0
1593;14.0
1594;14.0
1595;15.0
1596;14.0
1597;14.0
1598;21.0
1599;15.0
1600;15.0
1601;18.0
1602;20.0
1603;14.0
1604;18.0
1605;18.0
1606;14.0
1607;15.0
1608;17.0
1609;23.0
1610;20.0
1611;18.0
1612;14.0
1613;17.0
1614;14.0
1615;15.0
1616;14.0
1617;14.0
1618;14.0
1619;16.0
1620;19.0
1621;16.0
1622;15.0
1623;14.0
1624;14.0
1625;20.0
1626;19.0
1627;14.0
1628;16.0
1629;14.0
1630;14.0
1631;16.0
1632;22.0
1633;17.0
1634;18.0
1635;14.0
1636;18.0
1637;14.0
1638;14.0
1639;14.0
1640;20.0
1641;17.0
1642;18.0
1643;14.0
1644;18.0
1645;14.0
1646;18.0
1647;14.0
1648;15.0
1649;15.0
1650;16.0
1651;16.0
1652;14.0
1653;15.0
1654;14.0
1655;17.0
1656;16.0
1657;14.0
1658;24.0
1659;14.0
1660;16.0
1661;15.0
1662;18.0
1663;14.0
1664;16.0
1665;15.0
1666;16.0
1667;20.0
1668;14.0
1669;16.0
1670;16.0
1671;17.0
1672;14.0
1673;14.0
1674;15.0
1675;14.0
1676;14.0
1677;22.0
1678;16.0
1679;16.0
1680;16.0
1681;14.0
1682;19.0
1683;17.0
1684;18.0
1685;16.0
1686;18.0
1687;22.0
1688;14.0
1689;14.0
1690;19.0
1691;16.0
1692;16.0
1693;15.0
1694;14.0
1695;16.0
1696;15.0
1697;16.0
1698;20.0
1699;15.0
1700;18.0
1701;19.0
1702;14.0
1703;14.0
1704;14.0
1705;14.0
1706;27.0
1707;14.0
1708;14.0
1709;18.0
1710;14.0
1711;16.0
1712;16.0
1713;18.0
1714;14.0
1715;20.0
1716;14.0
1717;16.0
1718;17.0
1719;14.0
1720;14.0
1721;26.0
1722;15.0
1723;14.0
1724;16.0
1725;17.0
1726;15.0
1727;16.0
1728;15.0
1729;14.0
1730;23.0
1731;15.0
1732;19.0
1733;25.0
1734;14.0
1735;14.0
1736;16.0
1737;16.0
1738;16.0
1739;22.0
1740;14.0
1741;16.0
1742;15.0
1743;17.0
1744;15.0
1745;14.0
1746;14.0
1747;14.0
1748;15.0
1749;14.0
1750;14.0
1751;14.0
1752;16.0
1753;14.0
1754;18.0
1755;15.0
1756;14.0
1757;17.0
1758;27.0
1759;17.0
1760;14.0
1761;16.0
1762;14.0
1763;15.0
1764;15.0
1765;22.0
1766;15.0
1767;14.0
1768;14.0
1769;14.0
1770;17.0
1771;14.0
1772;18.0
1773;15.0
1774;14.0
1775;17.0
1776;16.0
1777;15.0
1778;14.0
1779;16.0
1780;14.0
1781;16.0
1782;15.0
1783;15.0
1784;18.0
1785;14.0
1786;27.0
1787;20.0
1788;14.0
1789;15.0
1790;17.0
1791;14.0
1792;14.0
1793;19.0
1794;17.0
1795;16.0
1796;14.0
1797;14.0
1798;16.0
1799;18.0
1800;16.0
1801;18.0
1802;14.0
1803;19.0
1804;16.0
1805;15.0
1806;16.0
1807;16.0
1808;16.0
1809;15.0
1810;19.0
1811;14.0
1812;14.0
1813;15.0
1814;16.0
1815;16.0
1816;17.0
1817;19.0
1818;24.0
1819;14.0
1820;15.0
1821;14.0
1822;19.0
1823;16.0
1824;17.0
1825;14.0
1826;15.0
1827;18.0
1828;20.0
1829;16.0
1830;19.0
1831;14.0
1832;19.0
1833;14.0
1834;14.0
1835;15.0
1836;15.0
1837;14.0
1838;15.0
1839;14.0
1840;14.0
1841;16.0
1842;18.0
1843;16.0
1844;17.0
1845;14.0
1846;14.0
1847;17.0
1848;14.0
1849;15.0
1850;15.0
1851;17.0
1852;20.0
1853;15.0
1854;16.0
1855;16.0
1856;16.0
1857;14.0
1858;14.0
1859;16.0
1860;14.0
1861;14.0
1862;18.0
1863;15.0
1864;17.0
1865;15.0
1866;15.0
1867;14.0
1868;20.0
1869;19.0
1870;17.0
1871;14.0
1872;16.0
1873;19.0
1874;22.0
1875;14.0
1876;17.0
1877;16.0
1878;14.0
1879;22.0
1880;16.0
1881;14.0
1882;20.0
1883;14.0
1884;19.0
1885;15.0
1886;17.0
1887;16.0
1888;16.0
1889;19.0
1890;15.0
1891;20.0
1892;14.0
1893;22.0
1894;15.0
1895;18.0
1896;17.0
1897;19.0
1898;16.0
1899;19.0
1900;17.0
1901;17.0
1902;16.0
1903;16.0
1904;16.0
1905;16.0
1906;20.0
1907;20.0
1908;20.0
1909;14.0
1910;14.0
1911;14.0
1912;20.0
1913;21.0
1914;24.0
1915;16.0
1916;27.0
1917;18.0
1918;15.0
1919;20.0
1920;15.0
1921;16.0
1922;20.0
1923;22.0
1924;22.0
1925;16.0
1926;17.0
1927;14.0
1928;14.0
1929;18.0
1930;14.0
1931;17.0
1932;17.0
1933;15.0
1934;16.0
1935;17.0
1936;14.0
1937;15.0
1938;17.0
1939;15.0
1940;14.0
1941;19.0
1942;24.0
1943;14.0
1944;14.0
1945;14.0
1946;14.0
1947;18.0
1948;15.0
1949;16.0
1950;24.0
1951;16.0
1952;14.0
1953;15.0
1954;14.0
1955;17.0
1956;18.0
1957;16.0
1958;15.0
1959;14.0
1960;14.0
1961;16.0
1962;15.0
1963;22.0
1964;16.0
1965;14.0
1966;16.0
1967;18.0
1968;16.0
1969;17.0
1970;19.0
1971;14.0
1972;18.0
1973;17.0
1974;19.0
1975;14.0
1976;15.0
1977;18.0
1978;22.0
1979;21.0
1980;14.0
1981;15.0
1982;19.0
1983;20.0
1984;14.0
1985;15.0
1986;15.0
1987;15.0
1988;16.0
1989;16.0
1990;22.0
1991;14.0
1992;14.0
1993;20.0
1994;15.0
1995;14.0
1996;17.0
1997;14.0
1998;14.0
1999;15.0
2000;15.0
2001;18.0
2002;21.0
2003;17.0
2004;19.0
2005;17.0
2006;14.0
2007;15.0
2008;18.0
2009;15.0
2010;14.0
2011;14.0
2012;14.0
2013;14.0
2014;15.0
2015;14.0
2016;14.0
2017;14.0
2018;15.0
2019;16.0
2020;19.0
2021;14.0
2022;14.0
2023;19.0
2024;15.0
2025;19.0
2026;16.0
2027;14.0
2028;17.0
2029;16.0
2030;18.0
2031;15.0
2032;17.0
2033;16.0
2034;19.0
2035;14.0
2036;25.0
2037;14.0
2038;16.0
2039;14.0
2040;14.0
2041;14.0
2042;14.0
2043;17.0
2044;15.0
2045;15.0
2046;17.0
2047;16.0
2048;17.0
2049;22.0
2050;18.0
2051;14.0
2052;15.0
2053;17.0
2054;17.0
2055;14.0
2056;14.0
2057;14.0
2058;14.0
2059;15.0
2060;15.0
2061;16.0
2062;14.0
2063;17.0
2064;15.0
2065;19.0
2066;18.0
2067;14.0
2068;16.0
2069;15.0
2070;15.0
2071;14.0
2072;15.0
2073;16.0
2074;17.0
2075;16.0
2076;19.0
2077;17.0
2078;16.0
2079;14.0
2080;16.0
2081;14.0
2082;18.0
2083;19.0
2084;16.0
2085;16.0
2086;20.0
2087;14.0
2088;14.0
2089;16.0
2090;14.0
2091;14.0
2092;16.0
2093;15.0
2094;14.0
2095;21.0
2096;18.0
2097;20.0
2098;16.0
2099;16.0
2100;14.0
2101;18.0
2102;14.0
2103;14.0
2104;20.0
2105;17.0
2106;14.0
2107;14.0
2108;17.0
2109;15.0
2110;14.0
2111;19.0
2112;18.0
2113;14.0
2114;17.0
2115;14.0
2116;14.0
2117;16.0
2118;16.0
2119;18.0
2120;19.0
2121;14.0
2122;14.0
2123;14.0
2124;17.0
2125;15.0
2126;14.0
2127;19.0
2128;18.0
2129;15.0
2130;14.0
2131;16.0
2132;16.0
2133;14.0
2134;14.0
2135;16.0
2136;16.0
2137;14.0
2138;14.0
2139;14.0
2140;14.0
